CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod,NumComplaints,Churn,ChurnProb,RiskTier,ChurnPred
C01776,Female,34,0,Yes,No,10,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,89.25,870.83,Electronic check,3,0,,Unknown,
C01777,Male,22,0,No,Yes,24,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,76.34,1863.24,Electronic check,6,1,,Unknown,
C01778,Male,49,0,Yes,No,12,Yes,Fiber optic,Yes,Yes,Yes,One year,No,71.39,845.6,Electronic check,3,0,,Unknown,
C01779,Male,62,0,No,No,22,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,72.84,1608.19,Electronic check,0,0,,Unknown,
C01780,Female,21,0,No,No,49,Yes,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,89.78,4407.98,Electronic check,1,0,,Unknown,
C01781,Male,63,0,Yes,No,4,Yes,No,Yes,No internet service,No,Month-to-month,No,18.0,27.94,Bank transfer,2,1,,Unknown,
C01782,Female,27,0,Yes,No,25,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,64.75,1612.21,Credit card,1,0,,Unknown,
C01783,Female,32,0,Yes,No,2,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,18.65,25.51,Bank transfer,2,0,,Unknown,
C01784,Male,53,0,No,Yes,68,Yes,No,No internet service,Yes,No,Month-to-month,Yes,27.61,1854.05,Bank transfer,1,0,,Unknown,
C01785,Male,20,0,Yes,No,52,Yes,DSL,No,No internet service,No,Month-to-month,Yes,59.92,3113.48,Electronic check,0,0,,Unknown,
C01786,Female,35,0,No,No,18,Yes,DSL,No internet service,Yes,Yes,One year,No,52.06,939.39,Bank transfer,7,1,,Unknown,
C01787,Male,25,0,No,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Yes,79.22,1199.14,Bank transfer,2,0,,Unknown,
C01788,Female,30,0,Yes,No,8,No,No,No,Yes,Yes,Two year,No,28.07,226.8,Mailed check,1,0,,Unknown,
C01789,Female,62,0,No,No,34,Yes,DSL,No,No,Yes,Month-to-month,No,67.26,2286.02,Bank transfer,6,1,,Unknown,
C01790,Female,31,0,Yes,Yes,54,Yes,DSL,Yes,No,No internet service,Two year,Yes,63.58,3465.12,Mailed check,2,0,,Unknown,
C01791,Female,20,0,Yes,No,42,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,93.28,3910.64,Electronic check,2,0,,Unknown,
C01792,Female,30,0,No,No,63,No,No,No,No,Yes,Month-to-month,Yes,42.03,2614.23,Electronic check,3,0,0.2304,Low,0.0
C01793,Male,22,0,Yes,No,25,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,54.28,1340.84,Electronic check,1,1,,Unknown,
C01794,Male,53,0,No,No,20,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,82.33,1669.16,Electronic check,0,0,,Unknown,
C01795,Male,73,1,No,No,34,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,48.36,1640.13,Bank transfer,3,0,,Unknown,
C01796,Female,27,0,Yes,No,15,Yes,No,No,Yes,Yes,One year,Yes,26.54,380.57,Credit card,1,0,0.0326,Low,0.0
C01797,Female,59,0,No,No,70,Yes,Fiber optic,No,No,Yes,Month-to-month,No,78.52,5510.64,Electronic check,0,0,0.0865,Low,0.0
C01798,Male,38,0,Yes,No,14,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,89.44,1283.38,Bank transfer,3,0,,Unknown,
C01799,Male,22,0,No,No,34,Yes,No,Yes,No internet service,No,Month-to-month,Yes,21.61,731.12,Bank transfer,1,0,,Unknown,
C01800,Female,57,0,No,Yes,38,Yes,Fiber optic,Yes,No internet service,No,One year,No,77.1,2942.75,Electronic check,1,0,,Unknown,
C01801,Male,29,0,No,No,5,Yes,No,Yes,No,No,Month-to-month,No,32.74,193.26,Mailed check,1,0,,Unknown,
C01802,Female,47,0,No,No,34,Yes,DSL,No internet service,No,No internet service,Month-to-month,No,62.3,2159.87,Bank transfer,1,0,,Unknown,
C01803,Female,46,0,Yes,No,33,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No,44.1,1466.75,Electronic check,1,0,,Unknown,
C01804,Male,52,0,No,Yes,19,Yes,Fiber optic,No,No,No internet service,One year,No,90.77,1723.71,Electronic check,2,0,,Unknown,
C01805,Male,25,0,Yes,No,10,Yes,DSL,No,No internet service,Yes,One year,Yes,44.52,444.06,Mailed check,3,0,0.0451,Low,0.0
C01806,Male,32,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,25.41,58.19,Electronic check,1,0,,Unknown,
C01807,Female,60,0,Yes,Yes,1,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,74.56,49.12,Bank transfer,3,1,,Unknown,
C01808,Male,71,1,Yes,No,35,Yes,DSL,Yes,Yes,No,Month-to-month,No,44.73,1575.69,Electronic check,3,0,,Unknown,
C01809,Male,18,0,Yes,No,7,Yes,Fiber optic,No,No,No,Month-to-month,No,72.71,561.54,Electronic check,1,1,0.1524,Low,0.0
C01810,Female,41,0,Yes,Yes,69,Yes,Fiber optic,No,No,No,One year,Yes,73.22,5041.3,Electronic check,3,0,,Unknown,
C01811,Male,68,1,Yes,No,18,Yes,Fiber optic,No internet service,No,No,One year,Yes,76.44,1371.59,Electronic check,3,1,0.1253,Low,0.0
C01812,Female,34,0,Yes,No,47,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,46.36,2187.47,Mailed check,0,0,,Unknown,
C01813,Male,43,0,No,No,48,Yes,No,No internet service,No,No,One year,Yes,18.0,895.54,Bank transfer,1,0,,Unknown,
C01814,Male,69,1,No,No,36,Yes,Fiber optic,No,No,Yes,Month-to-month,No,94.45,3383.78,Credit card,6,1,,Unknown,
C01815,Male,73,1,Yes,No,63,Yes,No,No internet service,No,No internet service,One year,Yes,21.64,1354.67,Credit card,2,0,,Unknown,
C01816,Male,55,0,No,No,8,Yes,Fiber optic,No,No,Yes,One year,Yes,62.89,503.82,Bank transfer,1,0,,Unknown,
C01817,Male,57,0,Yes,No,17,Yes,Fiber optic,No,No,No,One year,Yes,96.18,1638.32,Bank transfer,5,1,,Unknown,
C01818,Female,52,0,No,Yes,18,Yes,DSL,No,No,No internet service,Month-to-month,No,65.86,1189.97,Electronic check,2,0,,Unknown,
C01819,Male,34,0,Yes,No,10,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,77.06,778.78,Electronic check,2,0,,Unknown,
C01820,Female,68,1,No,No,21,Yes,DSL,Yes,Yes,No,Month-to-month,No,65.68,1391.63,Electronic check,3,0,,Unknown,
C01821,Female,19,0,Yes,No,23,Yes,No,No,Yes,No,Month-to-month,Yes,26.22,610.51,Electronic check,1,0,,Unknown,
C01822,Female,21,0,Yes,No,55,Yes,DSL,No,Yes,No,Month-to-month,Yes,75.71,4165.04,Mailed check,3,0,,Unknown,
C01823,Female,52,0,No,No,22,Yes,Fiber optic,No,No,Yes,One year,Yes,94.26,2046.92,Mailed check,3,0,0.1451,Low,0.0
C01824,Male,65,1,No,No,63,Yes,Fiber optic,No,No,No,One year,Yes,77.13,4834.24,Credit card,2,0,,Unknown,
C01825,Male,64,0,No,No,55,Yes,Fiber optic,No,No,No internet service,One year,Yes,94.37,5176.16,Credit card,3,0,,Unknown,
C01826,Female,56,0,Yes,Yes,65,Yes,Fiber optic,No,Yes,No,One year,No,102.75,6702.37,Electronic check,0,0,,Unknown,
C01827,Female,39,0,No,No,8,Yes,No,No,No internet service,No internet service,Month-to-month,No,27.63,250.38,Credit card,5,1,,Unknown,
C01828,Male,38,0,No,No,70,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,75.29,5244.71,Credit card,2,0,,Unknown,
C01829,Female,42,0,Yes,No,44,Yes,No,No,Yes,Yes,Month-to-month,Yes,21.13,949.48,Bank transfer,0,0,,Unknown,
C01830,Female,32,0,Yes,No,70,Yes,Fiber optic,Yes,No,Yes,One year,Yes,72.97,5077.54,Mailed check,2,0,,Unknown,
C01831,Female,41,0,Yes,Yes,26,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,62.9,1648.83,Credit card,0,0,,Unknown,
C01832,Male,23,0,Yes,Yes,68,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,24.45,1654.77,Electronic check,4,1,0.9811,High,1.0
C01833,Male,36,0,Yes,Yes,42,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,56.35,2325.1,Electronic check,3,0,,Unknown,
C01834,Male,71,1,Yes,Yes,6,Yes,DSL,Yes,No internet service,Yes,One year,Yes,47.23,264.22,Bank transfer,0,0,,Unknown,
C01835,Male,58,0,No,No,30,No,DSL,Yes,No,No,Two year,Yes,74.32,2218.75,Mailed check,0,0,,Unknown,
C01836,Male,26,0,No,No,10,No,Fiber optic,No,No internet service,No,Two year,No,81.16,821.56,Mailed check,2,0,,Unknown,
C01837,Male,34,0,No,Yes,67,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,63.95,4284.62,Mailed check,1,0,,Unknown,
C01838,Male,32,0,No,No,22,Yes,DSL,No,No,Yes,Month-to-month,Yes,72.54,1594.53,Credit card,2,1,,Unknown,
C01839,Male,34,0,Yes,Yes,16,No,DSL,No,No,No,Month-to-month,Yes,66.15,1053.86,Mailed check,5,1,,Unknown,
C01840,Male,57,0,No,Yes,40,Yes,DSL,No,No,No,Two year,No,39.77,1611.49,Electronic check,3,0,,Unknown,
C01841,Male,69,1,No,No,31,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,87.58,2695.93,Mailed check,0,0,,Unknown,
C01842,Male,58,0,No,No,7,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,42.64,310.05,Bank transfer,1,0,,Unknown,
C01843,Female,45,0,Yes,No,58,Yes,No,No,No internet service,No,Month-to-month,No,34.49,2049.08,Electronic check,1,0,,Unknown,
C01844,Female,27,0,No,Yes,61,Yes,No,No,No,Yes,Month-to-month,No,25.57,1571.28,Mailed check,3,0,,Unknown,
C01845,Female,26,0,No,No,53,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes,62.97,3348.44,Electronic check,0,0,,Unknown,
C01846,Female,64,0,No,Yes,44,Yes,No,No,No,No internet service,Month-to-month,No,28.2,1228.76,Bank transfer,2,0,,Unknown,
C01847,Male,56,0,No,No,29,Yes,No,Yes,Yes,Yes,Two year,Yes,18.0,563.74,Bank transfer,0,0,,Unknown,
C01848,Female,47,0,No,No,39,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,64.08,2484.29,Mailed check,1,0,,Unknown,
C01849,Male,50,0,No,No,37,Yes,Fiber optic,No,No,Yes,Month-to-month,No,88.47,3272.56,Bank transfer,1,0,,Unknown,
C01850,Female,66,1,No,No,12,Yes,No,No,Yes,Yes,One year,No,20.68,205.36,Bank transfer,0,0,,Unknown,
C01851,Male,64,0,No,No,6,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,66.98,389.61,Credit card,7,1,,Unknown,
C01852,Male,22,0,No,No,18,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes,49.87,913.52,Bank transfer,2,1,,Unknown,
C01853,Male,40,0,Yes,Yes,33,Yes,DSL,Yes,No,Yes,Month-to-month,No,58.29,1921.58,Credit card,3,1,,Unknown,
C01854,Male,20,0,No,No,12,No,Fiber optic,No,No,No,Month-to-month,Yes,87.5,1071.66,Electronic check,1,0,,Unknown,
C01855,Female,39,0,Yes,No,8,Yes,No,No,Yes,No internet service,Month-to-month,Yes,21.65,178.06,Credit card,1,0,,Unknown,
C01856,Female,54,0,Yes,Yes,61,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,83.65,5113.21,Bank transfer,1,0,,Unknown,
C01857,Male,29,0,Yes,Yes,27,Yes,Fiber optic,No,No internet service,Yes,One year,No,64.9,1773.01,Electronic check,3,0,,Unknown,
C01858,Male,26,0,No,No,42,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,90.92,3787.69,Bank transfer,3,0,,Unknown,
C01859,Female,45,0,Yes,Yes,38,Yes,No,No,Yes,Yes,Two year,Yes,25.69,993.63,Credit card,3,0,,Unknown,
C01860,Female,47,0,Yes,No,53,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,91.09,4821.15,Bank transfer,3,1,0.1666,Low,0.0
C01861,Female,58,0,Yes,No,53,No,Fiber optic,Yes,No,No internet service,Two year,Yes,66.64,3522.73,Bank transfer,0,0,,Unknown,
C01862,Female,18,0,No,No,22,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,87.7,1908.44,Credit card,4,1,,Unknown,
C01863,Female,32,0,No,No,61,No,Fiber optic,No internet service,No,Yes,Two year,Yes,93.03,5684.17,Electronic check,0,0,,Unknown,
C01864,Female,62,0,No,No,27,Yes,No,Yes,No internet service,Yes,One year,No,18.74,509.09,Credit card,0,0,,Unknown,
C01865,Female,56,0,Yes,No,60,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,62.44,3763.67,Electronic check,3,0,,Unknown,
C01866,Male,69,1,Yes,Yes,29,Yes,No,No,Yes,Yes,One year,No,26.95,751.09,Credit card,3,0,,Unknown,
C01867,Female,64,0,No,Yes,8,Yes,DSL,No internet service,Yes,No internet service,One year,No,62.04,517.85,Mailed check,2,1,0.0534,Low,0.0
C01868,Male,65,1,Yes,No,54,Yes,No,Yes,No,No,Month-to-month,No,26.63,1448.83,Credit card,2,0,,Unknown,
C01869,Male,47,0,No,No,3,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,58.29,157.62,Electronic check,0,0,0.0276,Low,0.0
C01870,Female,72,1,No,No,55,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,96.68,5338.1,Credit card,4,1,,Unknown,
C01871,Male,41,0,No,Yes,4,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,96.9,395.8,Bank transfer,2,1,,Unknown,
C01872,Female,69,1,Yes,No,15,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,78.04,1145.46,Credit card,3,0,,Unknown,
C01873,Female,40,0,Yes,No,43,Yes,No,No,No internet service,No,Month-to-month,Yes,26.28,1133.96,Electronic check,0,0,,Unknown,
C01874,Male,43,0,No,Yes,67,Yes,DSL,No,No internet service,No,Month-to-month,Yes,45.05,2968.29,Bank transfer,3,0,,Unknown,
C01875,Male,57,0,Yes,No,30,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,54.58,1651.18,Bank transfer,1,0,,Unknown,
C01876,Female,40,0,No,No,9,Yes,DSL,No,No internet service,Yes,One year,Yes,48.65,424.74,Bank transfer,1,0,,Unknown,
C01877,Female,26,0,No,No,17,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,53.01,868.06,Credit card,3,0,,Unknown,
C01878,Female,69,1,Yes,No,64,No,Fiber optic,No,No,No,One year,No,46.19,2909.2,Electronic check,1,0,,Unknown,
C01879,Male,43,0,Yes,No,52,Yes,DSL,No,No,Yes,Two year,Yes,59.96,3123.95,Mailed check,0,0,,Unknown,
C01880,Female,70,1,No,No,8,Yes,No,No,No internet service,No,One year,No,41.67,330.72,Bank transfer,5,1,,Unknown,
C01881,Male,40,0,Yes,Yes,28,Yes,DSL,No,Yes,No internet service,Month-to-month,No,60.02,1673.83,Mailed check,1,0,,Unknown,
C01882,Male,73,1,No,No,19,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,76.91,1466.27,Electronic check,2,0,,Unknown,
C01883,Male,52,0,No,No,13,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,54.85,713.34,Mailed check,5,1,0.9965,High,1.0
C01884,Male,61,0,No,No,61,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes,80.12,4902.09,Bank transfer,0,0,,Unknown,
C01885,Female,61,0,Yes,Yes,44,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,60.09,2643.76,Credit card,0,0,,Unknown,
C01886,Female,29,0,Yes,No,13,Yes,No,Yes,No,No internet service,Month-to-month,Yes,27.87,352.78,Electronic check,3,0,,Unknown,
C01887,Male,64,0,No,No,47,Yes,Fiber optic,Yes,Yes,No,One year,Yes,78.02,3657.72,Mailed check,3,0,,Unknown,
C01888,Female,71,1,No,No,30,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,74.67,2244.47,Electronic check,3,0,0.3976,Medium,0.0
C01889,Male,55,0,No,Yes,5,Yes,DSL,No,Yes,No,Month-to-month,Yes,57.53,296.88,Bank transfer,0,0,,Unknown,
C01890,Female,71,1,No,No,32,Yes,No,No internet service,No,Yes,Month-to-month,No,18.0,564.13,Bank transfer,1,1,,Unknown,
C01891,Male,66,1,No,Yes,14,Yes,No,No,No internet service,Yes,Month-to-month,Yes,18.0,242.38,Bank transfer,3,1,0.3306,Medium,0.0
C01892,Male,55,0,Yes,No,18,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,75.44,1363.16,Electronic check,4,1,,Unknown,
C01893,Female,45,0,Yes,No,63,Yes,DSL,Yes,No,No,Two year,No,69.18,4364.52,Mailed check,3,0,,Unknown,
C01894,Female,66,1,No,Yes,51,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,69.02,3501.2,Bank transfer,1,1,,Unknown,
C01895,Female,28,0,Yes,No,10,Yes,Fiber optic,Yes,No,No internet service,Two year,No,57.84,552.94,Electronic check,2,0,,Unknown,
C01896,Female,49,0,No,No,61,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,51.68,3153.61,Electronic check,2,0,,Unknown,
C01897,Male,64,0,Yes,No,41,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,75.26,3095.01,Bank transfer,3,1,,Unknown,
C01898,Male,71,1,Yes,No,63,No,Fiber optic,Yes,No,No,One year,Yes,98.08,6184.66,Credit card,1,0,,Unknown,
C01899,Female,33,0,Yes,No,54,Yes,No,No,Yes,No,Month-to-month,Yes,26.86,1422.49,Bank transfer,2,0,,Unknown,
C01900,Female,23,0,No,No,25,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,93.73,2349.86,Mailed check,2,1,,Unknown,
C01901,Male,37,0,No,Yes,38,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,41.59,1597.83,Mailed check,0,0,,Unknown,
C01902,Male,67,1,Yes,No,38,Yes,No,No,No internet service,No internet service,One year,Yes,18.0,675.4,Mailed check,2,0,,Unknown,
C01903,Female,47,0,Yes,No,52,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes,102.14,5297.95,Mailed check,1,0,,Unknown,
C01904,Male,21,0,Yes,No,18,No,DSL,No,No internet service,No,Month-to-month,No,55.41,1020.87,Electronic check,0,0,0.0437,Low,0.0
C01905,Male,24,0,Yes,No,24,Yes,Fiber optic,Yes,No,No,One year,No,75.81,1840.83,Electronic check,2,0,,Unknown,
C01906,Female,37,0,No,No,18,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,92.59,1647.8,Credit card,0,0,,Unknown,
C01907,Male,37,0,Yes,Yes,22,Yes,No,No,No,No,One year,Yes,23.96,531.19,Electronic check,3,0,,Unknown,
C01908,Male,25,0,Yes,Yes,12,Yes,No,Yes,No,Yes,Two year,Yes,41.41,475.14,Bank transfer,1,0,,Unknown,
C01909,Female,46,0,Yes,Yes,3,Yes,Fiber optic,Yes,No,No,Month-to-month,No,70.94,221.48,Credit card,0,0,,Unknown,
C01910,Male,45,0,No,Yes,67,Yes,No,Yes,No,No,Month-to-month,Yes,19.6,1303.45,Bank transfer,3,0,,Unknown,
C01911,Female,29,0,No,No,6,Yes,DSL,No,Yes,No,Two year,No,47.1,262.79,Mailed check,2,0,,Unknown,
C01912,Female,31,0,No,No,64,Yes,DSL,No,No,Yes,Month-to-month,Yes,48.84,3097.18,Mailed check,5,1,,Unknown,
C01913,Male,55,0,No,Yes,1,Yes,DSL,No,No internet service,No internet service,Two year,Yes,34.25,59.16,Mailed check,0,0,0.0145,Low,0.0
C01914,Female,72,1,No,No,56,Yes,Fiber optic,Yes,Yes,No internet service,One year,Yes,93.71,5238.62,Mailed check,2,0,,Unknown,
C01915,Female,74,1,Yes,Yes,24,Yes,DSL,No internet service,Yes,No internet service,Two year,Yes,34.64,894.65,Electronic check,4,1,0.9639,High,1.0
C01916,Male,49,0,No,No,37,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,69.14,2586.7,Bank transfer,2,0,,Unknown,
C01917,Female,20,0,No,No,21,Yes,No,Yes,No internet service,Yes,One year,No,27.08,594.63,Mailed check,1,0,0.0557,Low,0.0
C01918,Male,69,1,Yes,No,35,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,No,64.67,2222.67,Bank transfer,1,0,,Unknown,
C01919,Male,72,1,No,Yes,33,Yes,DSL,No,No,No,One year,Yes,60.58,1996.56,Bank transfer,3,0,,Unknown,
C01920,Female,33,0,No,No,38,Yes,Fiber optic,No,No,No,Two year,Yes,103.24,3881.35,Bank transfer,7,1,,Unknown,
C01921,Female,40,0,No,No,28,No,DSL,Yes,Yes,No,One year,No,64.8,1823.97,Electronic check,0,0,0.0188,Low,0.0
C01922,Female,19,0,Yes,No,39,Yes,DSL,Yes,Yes,Yes,One year,No,52.69,2053.68,Mailed check,1,0,,Unknown,
C01923,Female,63,0,Yes,Yes,59,Yes,DSL,No,Yes,No,Month-to-month,Yes,61.96,3685.57,Bank transfer,3,0,,Unknown,
C01924,Female,62,0,No,No,31,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,22.23,668.0,Mailed check,3,0,,Unknown,
C01925,Male,19,0,Yes,No,26,Yes,No,No,No,No internet service,One year,Yes,25.2,664.55,Electronic check,2,0,,Unknown,
C01926,Male,58,0,Yes,No,10,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,99.7,997.72,Mailed check,1,0,,Unknown,
C01927,Female,41,0,Yes,No,26,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,71.79,1866.05,Bank transfer,1,0,,Unknown,
C01928,Female,49,0,No,No,9,No,Fiber optic,No,Yes,Yes,One year,Yes,73.65,678.6,Electronic check,6,1,,Unknown,
C01929,Male,30,0,No,No,13,Yes,No,Yes,No,Yes,One year,No,22.63,303.99,Bank transfer,0,0,,Unknown,
C01930,Male,64,0,No,Yes,68,Yes,No,No internet service,No,Yes,Month-to-month,Yes,18.0,1241.44,Electronic check,4,1,,Unknown,
C01931,Female,41,0,No,Yes,7,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,97.71,694.79,Bank transfer,5,1,0.9951,High,1.0
C01932,Male,65,1,Yes,No,35,Yes,DSL,No,Yes,No,Month-to-month,Yes,72.25,2536.06,Mailed check,7,1,0.9957,High,1.0
C01933,Male,26,0,Yes,Yes,60,Yes,DSL,Yes,Yes,No,One year,No,61.54,3677.45,Credit card,4,1,0.9472,High,1.0
C01934,Female,51,0,Yes,No,68,Yes,DSL,Yes,No,No internet service,Two year,Yes,41.46,2813.19,Electronic check,3,0,,Unknown,
C01935,Male,35,0,Yes,No,11,Yes,No,No,No,No,Month-to-month,No,20.46,204.28,Electronic check,2,0,0.1634,Low,0.0
C01936,Female,73,1,No,No,12,Yes,Fiber optic,No,No,No,Month-to-month,Yes,79.74,950.86,Mailed check,4,1,,Unknown,
C01937,Female,49,0,Yes,Yes,27,Yes,DSL,No,No,Yes,Two year,No,52.22,1418.79,Bank transfer,3,0,,Unknown,
C01938,Female,59,0,Yes,No,40,Yes,DSL,No,No,No internet service,Month-to-month,Yes,65.26,2582.0,Credit card,0,0,0.0247,Low,0.0
C01939,Female,22,0,No,No,69,Yes,No,No,No,Yes,One year,No,39.8,2762.18,Bank transfer,3,0,,Unknown,
C01940,Female,56,0,No,No,15,Yes,Fiber optic,No,No,No,Month-to-month,Yes,69.72,1040.47,Credit card,2,1,,Unknown,
C01941,Female,23,0,Yes,No,12,No,DSL,Yes,No,No,Two year,No,66.53,795.56,Electronic check,3,0,,Unknown,
C01942,Male,38,0,No,Yes,18,Yes,No,No,Yes,Yes,One year,Yes,23.96,430.85,Electronic check,3,0,,Unknown,
C01943,Female,30,0,No,No,63,Yes,Fiber optic,No,Yes,No,Month-to-month,No,90.49,5704.53,Mailed check,4,1,0.9936,High,1.0
C01944,Female,18,0,No,Yes,3,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,79.62,189.97,Electronic check,3,0,,Unknown,
C01945,Male,51,0,No,No,27,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,106.82,2882.2,Bank transfer,7,1,,Unknown,
C01946,Male,31,0,Yes,Yes,9,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,89.45,791.13,Mailed check,6,1,,Unknown,
C01947,Male,47,0,Yes,Yes,12,Yes,DSL,Yes,No,No,Month-to-month,Yes,47.03,559.08,Bank transfer,1,0,0.0897,Low,0.0
C01948,Male,61,0,Yes,Yes,66,Yes,No,No internet service,No,Yes,Month-to-month,Yes,25.36,1688.89,Electronic check,2,0,,Unknown,
C01949,Male,28,0,No,Yes,1,Yes,No,No internet service,Yes,Yes,Two year,No,21.64,11.69,Credit card,0,0,,Unknown,
C01950,Female,58,0,No,No,23,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,100.95,2306.35,Mailed check,5,1,,Unknown,
C01951,Male,34,0,No,No,65,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,92.32,6006.97,Credit card,2,0,,Unknown,
C01952,Male,36,0,No,Yes,44,Yes,No,No,No internet service,Yes,Two year,Yes,18.95,810.32,Mailed check,2,1,,Unknown,
C01953,Male,50,0,Yes,Yes,6,Yes,DSL,Yes,No internet service,No,Month-to-month,Yes,58.14,372.71,Electronic check,3,0,,Unknown,
C01954,Male,53,0,Yes,No,34,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,58.7,2034.78,Electronic check,1,0,,Unknown,
C01955,Female,55,0,Yes,Yes,69,No,No,Yes,Yes,Yes,One year,Yes,33.8,2304.52,Bank transfer,1,0,,Unknown,
C01956,Male,29,0,Yes,No,29,Yes,DSL,No,Yes,Yes,One year,Yes,54.0,1578.41,Credit card,2,0,,Unknown,
C01957,Female,51,0,No,Yes,38,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,92.85,3558.3,Credit card,0,0,,Unknown,
C01958,Male,33,0,No,No,38,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,No,83.24,3153.64,Electronic check,0,0,,Unknown,
C01959,Male,33,0,Yes,No,47,Yes,DSL,No,No,Yes,Month-to-month,Yes,21.64,1005.24,Electronic check,3,1,,Unknown,
C01960,Female,72,1,No,Yes,14,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,54.17,746.35,Mailed check,0,0,,Unknown,
C01961,Male,23,0,Yes,No,60,Yes,Fiber optic,Yes,No,No,Month-to-month,No,52.31,3163.59,Electronic check,2,0,,Unknown,
C01962,Female,41,0,No,No,71,Yes,DSL,Yes,No,Yes,Month-to-month,No,46.34,3316.37,Credit card,2,0,,Unknown,
C01963,Female,43,0,Yes,No,11,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,60.55,660.88,Electronic check,2,0,,Unknown,
C01964,Female,31,0,No,No,59,Yes,Fiber optic,No,No,No,Month-to-month,Yes,80.28,4767.05,Mailed check,2,0,,Unknown,
C01965,Male,62,0,Yes,No,59,Yes,DSL,No,No,No,One year,No,56.12,3287.04,Electronic check,1,0,,Unknown,
C01966,Male,45,0,Yes,No,53,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,68.41,3635.99,Electronic check,7,1,,Unknown,
