CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,Tenure
C01676,Female,33,0,No,Yes,70
C01677,Female,43,0,Yes,Yes,11
C01678,Female,19,0,No,No,30
C01679,Male,23,0,No,No,66
C01680,Female,36,0,No,No,37
C01681,Female,60,0,No,Yes,67
C01682,Female,58,0,No,Yes,1
C01683,Female,22,0,No,Yes,3
C01684,Female,21,0,No,No,57
C01685,Female,55,0,Yes,No,26
C01686,Female,38,0,Yes,Yes,37
C01687,Female,63,0,Yes,Yes,31
C01688,Female,34,0,No,Yes,29
C01689,Male,38,0,Yes,Yes,67
C01690,Male,30,0,Yes,No,7
C01691,Male,33,0,No,No,55
C01692,Female,58,0,No,No,64
C01693,Female,44,0,Yes,No,47
C01694,Male,55,0,Yes,No,29
C01695,Male,22,0,No,No,12
C01696,Female,48,0,Yes,No,49
C01697,Male,44,0,Yes,No,34
C01698,Male,69,1,Yes,No,11
C01699,Male,42,0,Yes,Yes,26
C01700,Female,23,0,No,Yes,69
C01701,Male,57,0,Yes,No,19
C01702,Male,26,0,No,No,13
C01703,Female,69,1,Yes,Yes,49
C01704,Male,39,0,Yes,No,15
C01705,Male,62,0,Yes,No,66
C01706,Female,55,0,No,No,61
C01707,Female,44,0,Yes,No,70
C01708,Male,51,0,Yes,Yes,65
C01709,Male,28,0,Yes,No,18
C01710,Male,22,0,No,Yes,16
C01711,Female,61,0,Yes,No,25
C01712,Female,72,1,No,No,34
C01713,Male,67,1,No,Yes,63
C01714,Female,35,0,No,No,53
C01715,Female,38,0,No,No,46
C01716,Male,38,0,Yes,No,63
C01717,Male,58,0,No,No,46
C01718,Female,53,0,No,Yes,27
C01719,Female,63,0,Yes,No,30
C01720,Female,71,1,No,Yes,37
C01721,Male,40,0,Yes,Yes,7
C01722,Male,55,0,No,No,53
C01723,Male,46,0,No,No,47
C01724,Male,72,1,No,No,52
C01725,Male,38,0,Yes,No,38
C01726,Male,28,0,No,No,56
C01727,Female,39,0,No,No,68
C01728,Female,53,0,Yes,Yes,41
C01729,Female,72,1,No,No,32
C01730,Female,65,1,No,No,8
C01731,Male,19,0,No,No,56
C01732,Female,47,0,No,No,65
C01733,Male,27,0,Yes,No,50
C01734,Female,38,0,Yes,No,62
C01735,Female,71,1,Yes,No,62
C01736,Male,74,1,Yes,No,57
C01737,Female,26,0,Yes,No,36
C01738,Female,26,0,No,No,8
C01739,Male,57,0,Yes,No,1
C01740,Male,41,0,No,Yes,15
C01741,Female,42,0,Yes,No,31
C01742,Male,67,1,Yes,No,53
C01743,Female,70,1,No,Yes,33
C01744,Male,69,1,No,Yes,2
C01745,Female,62,0,Yes,No,15
C01746,Male,73,1,No,Yes,70
C01747,Male,59,0,No,No,71
C01748,Female,68,1,Yes,Yes,27
C01749,Male,48,0,No,Yes,58
C01750,Female,20,0,No,Yes,52
C01751,Male,64,0,Yes,No,67
C01752,Male,70,1,No,No,64
C01753,Female,35,0,No,No,45
C01754,Male,42,0,Yes,No,29
C01755,Male,50,0,No,No,45
C01756,Female,55,0,Yes,Yes,23
C01757,Female,56,0,Yes,Yes,25
C01758,Female,40,0,Yes,No,44
C01759,Female,66,1,Yes,Yes,41
C01760,Female,64,0,Yes,No,42
C01761,Female,71,1,Yes,No,28
C01762,Female,50,0,No,No,30
C01763,Male,22,0,Yes,No,1
C01764,Female,66,1,Yes,No,43
C01765,Male,22,0,No,No,41
C01766,Female,29,0,Yes,No,67
C01767,Male,34,0,No,No,36
C01768,Female,28,0,No,No,34
C01769,Female,59,0,Yes,No,5
C01770,Female,43,0,Yes,No,14
C01771,Female,30,0,No,No,25
C01772,Male,18,0,Yes,No,27
C01773,Male,30,0,No,Yes,26
C01774,Male,57,0,No,No,28
C01775,Female,63,0,No,No,55
C01776,Female,34,0,Yes,No,10
C01777,Male,22,0,No,Yes,24
C01778,Male,49,0,Yes,No,12
C01779,Male,62,0,No,No,22
C01780,Female,21,0,No,No,49
C01781,Male,63,0,Yes,No,4
C01782,Female,27,0,Yes,No,25
C01783,Female,32,0,Yes,No,2
C01784,Male,53,0,No,Yes,68
C01785,Male,20,0,Yes,No,52
C01786,Female,35,0,No,No,18
C01787,Male,25,0,No,No,15
C01788,Female,30,0,Yes,No,8
C01789,Female,62,0,No,No,34
C01790,Female,31,0,Yes,Yes,54
C01791,Female,20,0,Yes,No,42
C01792,Female,30,0,No,No,63
C01793,Male,22,0,Yes,No,25
C01794,Male,53,0,No,No,20
C01795,Male,73,1,No,No,34
C01796,Female,27,0,Yes,No,15
C01797,Female,59,0,No,No,70
C01798,Male,38,0,Yes,No,14
C01799,Male,22,0,No,No,34
C01800,Female,57,0,No,Yes,38
C01801,Male,29,0,No,No,5
C01802,Female,47,0,No,No,34
C01803,Female,46,0,Yes,No,33
C01804,Male,52,0,No,Yes,19
C01805,Male,25,0,Yes,No,10
C01806,Male,32,0,No,No,4
C01807,Female,60,0,Yes,Yes,1
C01808,Male,71,1,Yes,No,35
C01809,Male,18,0,Yes,No,7
C01810,Female,41,0,Yes,Yes,69
C01811,Male,68,1,Yes,No,18
C01812,Female,34,0,Yes,No,47
C01813,Male,43,0,No,No,48
C01814,Male,69,1,No,No,36
C01815,Male,73,1,Yes,No,63
C01816,Male,55,0,No,No,8
C01817,Male,57,0,Yes,No,17
C01818,Female,52,0,No,Yes,18
C01819,Male,34,0,Yes,No,10
C01820,Female,68,1,No,No,21
C01821,Female,19,0,Yes,No,23
C01822,Female,21,0,Yes,No,55
C01823,Female,52,0,No,No,22
C01824,Male,65,1,No,No,63
C01825,Male,64,0,No,No,55
C01826,Female,56,0,Yes,Yes,65
C01827,Female,39,0,No,No,8
C01828,Male,38,0,No,No,70
C01829,Female,42,0,Yes,No,44
C01830,Female,32,0,Yes,No,70
C01831,Female,41,0,Yes,Yes,26
C01832,Male,23,0,Yes,Yes,68
C01833,Male,36,0,Yes,Yes,42
C01834,Male,71,1,Yes,Yes,6
C01835,Male,58,0,No,No,30
C01836,Male,26,0,No,No,10
C01837,Male,34,0,No,Yes,67
C01838,Male,32,0,No,No,22
C01839,Male,34,0,Yes,Yes,16
C01840,Male,57,0,No,Yes,40
C01841,Male,69,1,No,No,31
C01842,Male,58,0,No,No,7
C01843,Female,45,0,Yes,No,58
C01844,Female,27,0,No,Yes,61
C01845,Female,26,0,No,No,53
C01846,Female,64,0,No,Yes,44
C01847,Male,56,0,No,No,29
C01848,Female,47,0,No,No,39
C01849,Male,50,0,No,No,37
C01850,Female,66,1,No,No,12
C01851,Male,64,0,No,No,6
C01852,Male,22,0,No,No,18
C01853,Male,40,0,Yes,Yes,33
C01854,Male,20,0,No,No,12
C01855,Female,39,0,Yes,No,8
C01856,Female,54,0,Yes,Yes,61
C01857,Male,29,0,Yes,Yes,27
C01858,Male,26,0,No,No,42
C01859,Female,45,0,Yes,Yes,38
C01860,Female,47,0,Yes,No,53
C01861,Female,58,0,Yes,No,53
C01862,Female,18,0,No,No,22
C01863,Female,32,0,No,No,61
C01864,Female,62,0,No,No,27
C01865,Female,56,0,Yes,No,60
C01866,Male,69,1,Yes,Yes,29
C01867,Female,64,0,No,Yes,8
C01868,Male,65,1,Yes,No,54
C01869,Male,47,0,No,No,3
C01870,Female,72,1,No,No,55
C01871,Male,41,0,No,Yes,4
C01872,Female,69,1,Yes,No,15
C01873,Female,40,0,Yes,No,43
C01874,Male,43,0,No,Yes,67
C01875,Male,57,0,Yes,No,30
C01876,Female,40,0,No,No,9
C01877,Female,26,0,No,No,17
C01878,Female,69,1,Yes,No,64
C01879,Male,43,0,Yes,No,52
C01880,Female,70,1,No,No,8
C01881,Male,40,0,Yes,Yes,28
C01882,Male,73,1,No,No,19
C01883,Male,52,0,No,No,13
C01884,Male,61,0,No,No,61
C01885,Female,61,0,Yes,Yes,44
C01886,Female,29,0,Yes,No,13
C01887,Male,64,0,No,No,47
C01888,Female,71,1,No,No,30
C01889,Male,55,0,No,Yes,5
C01890,Female,71,1,No,No,32
C01891,Male,66,1,No,Yes,14
C01892,Male,55,0,Yes,No,18
C01893,Female,45,0,Yes,No,63
C01894,Female,66,1,No,Yes,51
C01895,Female,28,0,Yes,No,10
C01896,Female,49,0,No,No,61
C01897,Male,64,0,Yes,No,41
C01898,Male,71,1,Yes,No,63
C01899,Female,33,0,Yes,No,54
C01900,Female,23,0,No,No,25
C01901,Male,37,0,No,Yes,38
C01902,Male,67,1,Yes,No,38
C01903,Female,47,0,Yes,No,52
C01904,Male,21,0,Yes,No,18
C01905,Male,24,0,Yes,No,24
C01906,Female,37,0,No,No,18
C01907,Male,37,0,Yes,Yes,22
C01908,Male,25,0,Yes,Yes,12
C01909,Female,46,0,Yes,Yes,3
C01910,Male,45,0,No,Yes,67
C01911,Female,29,0,No,No,6
C01912,Female,31,0,No,No,64
C01913,Male,55,0,No,Yes,1
C01914,Female,72,1,No,No,56
C01915,Female,74,1,Yes,Yes,24
C01916,Male,49,0,No,No,37
C01917,Female,20,0,No,No,21
C01918,Male,69,1,Yes,No,35
C01919,Male,72,1,No,Yes,33
C01920,Female,33,0,No,No,38
C01921,Female,40,0,No,No,28
C01922,Female,19,0,Yes,No,39
C01923,Female,63,0,Yes,Yes,59
C01924,Female,62,0,No,No,31
C01925,Male,19,0,Yes,No,26
C01926,Male,58,0,Yes,No,10
C01927,Female,41,0,Yes,No,26
C01928,Female,49,0,No,No,9
C01929,Male,30,0,No,No,13
C01930,Male,64,0,No,Yes,68
C01931,Female,41,0,No,Yes,7
C01932,Male,65,1,Yes,No,35
C01933,Male,26,0,Yes,Yes,60
C01934,Female,51,0,Yes,No,68
C01935,Male,35,0,Yes,No,11
C01936,Female,73,1,No,No,12
C01937,Female,49,0,Yes,Yes,27
C01938,Female,59,0,Yes,No,40
C01939,Female,22,0,No,No,69
C01940,Female,56,0,No,No,15
C01941,Female,23,0,Yes,No,12
C01942,Male,38,0,No,Yes,18
C01943,Female,30,0,No,No,63
C01944,Female,18,0,No,Yes,3
C01945,Male,51,0,No,No,27
C01946,Male,31,0,Yes,Yes,9
C01947,Male,47,0,Yes,Yes,12
C01948,Male,61,0,Yes,Yes,66
C01949,Male,28,0,No,Yes,1
C01950,Female,58,0,No,No,23
C01951,Male,34,0,No,No,65
C01952,Male,36,0,No,Yes,44
C01953,Male,50,0,Yes,Yes,6
C01954,Male,53,0,Yes,No,34
C01955,Female,55,0,Yes,Yes,69
C01956,Male,29,0,Yes,No,29
C01957,Female,51,0,No,Yes,38
C01958,Male,33,0,No,No,38
C01959,Male,33,0,Yes,No,47
C01960,Female,72,1,No,Yes,14
C01961,Male,23,0,Yes,No,60
C01962,Female,41,0,No,No,71
C01963,Female,43,0,Yes,No,11
C01964,Female,31,0,No,No,59
C01965,Male,62,0,Yes,No,59
C01966,Male,45,0,Yes,No,53
C01967,Male,59,0,No,No,27
C01968,Male,40,0,Yes,Yes,34
C01969,Male,69,1,Yes,No,60
C01970,Female,59,0,Yes,No,11
C01971,Male,36,0,No,Yes,59
C01972,Female,72,1,Yes,Yes,66
C01973,Male,67,1,No,Yes,49
C01974,Male,51,0,No,No,25
C01975,Female,18,0,No,Yes,40
C01976,Male,51,0,Yes,Yes,4
C01977,Male,57,0,No,Yes,67
C01978,Female,38,0,Yes,No,25
C01979,Female,26,0,No,Yes,5
C01980,Female,50,0,Yes,Yes,57
C01981,Female,63,0,No,No,47
C01982,Female,36,0,No,No,45
C01983,Female,44,0,Yes,Yes,4
C01984,Female,18,0,Yes,No,54
C01985,Male,58,0,Yes,No,46
C01986,Female,67,1,No,Yes,57
C01987,Male,62,0,Yes,No,59
C01988,Male,42,0,No,No,16
C01989,Male,20,0,No,No,15
C01990,Female,46,0,No,Yes,66
C01991,Male,71,1,Yes,No,38
C01992,Female,22,0,Yes,No,32
C01993,Male,30,0,Yes,No,21
C01994,Female,65,1,No,No,46
C01995,Female,50,0,Yes,No,54
C01996,Female,27,0,Yes,No,1
C01997,Male,19,0,Yes,Yes,40
C01998,Female,41,0,No,No,71
C01999,Male,51,0,No,No,20
C02000,Female,65,1,Yes,No,20
C02001,Male,68,1,Yes,Yes,63
C02002,Female,44,0,Yes,Yes,5
C02003,Female,42,0,Yes,Yes,29
C02004,Female,71,1,No,No,33
C02005,Female,62,0,Yes,No,57
C02006,Male,29,0,No,No,10
C02007,Female,56,0,No,No,31
C02008,Male,58,0,No,Yes,11
C02009,Female,31,0,Yes,No,56
C02010,Male,73,1,No,No,45
C02011,Female,34,0,Yes,Yes,36
C02012,Female,49,0,Yes,No,28
C02013,Female,46,0,No,No,11
C02014,Female,57,0,Yes,No,66
C02015,Male,69,1,Yes,No,46
C02016,Female,40,0,Yes,Yes,23
C02017,Female,39,0,Yes,Yes,30
C02018,Female,60,0,No,Yes,52
C02019,Female,72,1,No,No,52
C02020,Female,69,1,No,No,33
C02021,Male,60,0,Yes,No,22
C02022,Female,58,0,Yes,No,47
C02023,Female,61,0,Yes,No,47
C02024,Female,71,1,No,No,43
C02025,Male,18,0,No,No,6
C02026,Female,51,0,No,Yes,34
C02027,Female,19,0,No,No,44
C02028,Male,50,0,No,No,68
C02029,Male,40,0,Yes,No,38
C02030,Male,35,0,No,No,25
C02031,Female,68,1,No,No,40
C02032,Male,58,0,No,No,13
C02033,Female,50,0,Yes,Yes,7
C02034,Female,68,1,No,No,49
C02035,Male,23,0,Yes,Yes,71
C02036,Male,54,0,No,Yes,61
C02037,Male,26,0,No,Yes,42
C02038,Female,31,0,No,No,3
C02039,Male,28,0,Yes,No,71
C02040,Male,49,0,Yes,No,32
C02041,Male,53,0,No,No,21
C02042,Male,61,0,No,Yes,64
C02043,Female,43,0,No,No,53
C02044,Female,71,1,Yes,Yes,54
C02045,Male,39,0,No,No,20
C02046,Male,26,0,No,No,71
C02047,Male,20,0,Yes,No,33
C02048,Female,25,0,Yes,No,38
C02049,Male,43,0,No,No,54
C02050,Female,41,0,Yes,Yes,47
C02051,Female,66,1,No,No,13
C02052,Male,25,0,No,Yes,22
C02053,Male,32,0,Yes,No,26
C02054,Male,73,1,Yes,No,68
C02055,Female,19,0,No,No,51
C02056,Male,42,0,No,No,27
C02057,Male,29,0,No,Yes,53
C02058,Male,48,0,No,No,53
C02059,Male,73,1,No,No,28
C02060,Male,30,0,No,No,29
C02061,Female,39,0,No,No,64
C02062,Male,43,0,No,Yes,40
C02063,Male,63,0,Yes,Yes,11
C02064,Male,74,1,Yes,No,52
C02065,Female,23,0,No,No,42
C02066,Male,45,0,Yes,Yes,37
C02067,Male,60,0,No,No,52
C02068,Male,18,0,No,Yes,65
C02069,Female,63,0,Yes,No,24
C02070,Female,31,0,Yes,No,30
C02071,Female,47,0,No,No,14
C02072,Female,73,1,Yes,Yes,46
C02073,Female,54,0,No,Yes,29
C02074,Male,74,1,No,No,25
C02075,Male,52,0,No,No,50
C02076,Male,29,0,No,Yes,29
C02077,Female,57,0,No,No,33
C02078,Female,53,0,Yes,Yes,32
C02079,Female,35,0,Yes,No,19
C02080,Female,22,0,Yes,No,9
C02081,Male,54,0,No,Yes,59
C02082,Male,50,0,Yes,No,7
C02083,Male,62,0,Yes,No,24
C02084,Female,25,0,Yes,No,48
C02085,Female,48,0,Yes,No,10
C02086,Male,64,0,Yes,No,47
C02087,Male,68,1,No,No,53
C02088,Female,71,1,Yes,Yes,48
C02089,Female,30,0,No,No,22
C02090,Female,27,0,Yes,Yes,2
C02091,Female,50,0,Yes,Yes,64
C02092,Male,44,0,Yes,No,24
C02093,Male,31,0,No,Yes,58
C02094,Female,23,0,No,No,15
C02095,Female,26,0,Yes,No,12
C02096,Female,37,0,No,Yes,56
C02097,Female,60,0,Yes,No,67
C02098,Female,21,0,No,No,62
C02099,Male,23,0,No,No,54
C02100,Male,33,0,Yes,No,18
C02101,Female,67,1,Yes,No,65
C02102,Female,74,1,Yes,No,48
C02103,Male,43,0,No,No,13
C02104,Female,20,0,Yes,Yes,10
C02105,Male,18,0,No,No,62
C02106,Male,66,1,Yes,Yes,20
C02107,Female,43,0,No,Yes,55
C02108,Female,22,0,Yes,Yes,10
C02109,Male,65,1,No,No,20
C02110,Male,48,0,Yes,No,21
C02111,Female,37,0,Yes,No,20
C02112,Female,43,0,Yes,No,48
C02113,Male,30,0,No,No,65
C02114,Female,71,1,Yes,No,65
C02115,Male,62,0,No,No,53
C02116,Female,29,0,No,No,15
C02117,Male,59,0,Yes,Yes,69
C02118,Female,28,0,Yes,No,39
C02119,Female,43,0,Yes,No,39
C02120,Female,60,0,Yes,No,50
C02121,Female,20,0,Yes,Yes,55
C02122,Female,59,0,No,No,68
C02123,Female,30,0,Yes,No,42
C02124,Female,57,0,Yes,Yes,44
C02125,Female,46,0,No,No,53
C02126,Female,19,0,Yes,No,19
C02127,Female,61,0,No,No,22
C02128,Female,32,0,No,No,45
C02129,Female,72,1,Yes,No,5
C02130,Male,65,1,No,No,23
C02131,Female,28,0,No,No,51
C02132,Male,52,0,No,Yes,70
C02133,Female,38,0,No,No,37
C02134,Male,52,0,No,No,29
C02135,Female,49,0,No,Yes,32
C02136,Male,34,0,No,Yes,49
C02137,Female,55,0,No,Yes,39
C02138,Female,32,0,No,No,2
C02139,Male,69,1,No,No,39
C02140,Female,71,1,Yes,No,29
C02141,Male,27,0,No,Yes,50
C02142,Female,59,0,Yes,No,63
C02143,Female,70,1,Yes,Yes,69
C02144,Male,25,0,Yes,No,44
C02145,Male,60,0,Yes,Yes,26
C02146,Male,71,1,No,No,32
C02147,Male,30,0,Yes,No,13
C02148,Male,51,0,No,No,67
C02149,Female,63,0,No,Yes,61
C02150,Female,37,0,Yes,Yes,61
C02151,Male,31,0,Yes,No,24
C02152,Male,40,0,No,No,23
C02153,Male,37,0,No,No,61
C02154,Female,59,0,Yes,No,39
C02155,Male,39,0,Yes,No,51
C02156,Male,39,0,Yes,No,35
C02157,Male,71,1,Yes,No,32
C02158,Male,50,0,Yes,No,45
C02159,Female,70,1,No,No,58
C02160,Male,58,0,Yes,No,24
C02161,Female,68,1,Yes,No,58
C02162,Female,29,0,No,Yes,18
C02163,Female,71,1,No,Yes,29
C02164,Male,71,1,Yes,Yes,65
C02165,Female,20,0,No,No,68
C02166,Male,38,0,No,No,66
C02167,Female,41,0,Yes,Yes,23
C02168,Female,41,0,Yes,Yes,60
C02169,Male,62,0,No,No,67
C02170,Female,57,0,No,Yes,70
C02171,Female,30,0,No,Yes,2
C02172,Female,52,0,Yes,Yes,53
C02173,Male,73,1,No,No,71
C02174,Female,43,0,Yes,No,55
C02175,Male,70,1,No,Yes,17
C02176,Male,55,0,No,Yes,55
C02177,Female,70,1,Yes,Yes,8
C02178,Male,69,1,Yes,No,35
C02179,Female,18,0,No,No,45
C02180,Male,63,0,No,No,33
C02181,Male,28,0,Yes,No,50
C02182,Male,64,0,No,No,18
C02183,Female,64,0,Yes,Yes,44
C02184,Female,32,0,Yes,No,46
C02185,Male,21,0,Yes,No,45
C02186,Female,41,0,No,Yes,21
C02187,Male,35,0,Yes,No,22
C02188,Female,49,0,No,Yes,19
C02189,Male,22,0,Yes,No,33
C02190,Female,20,0,No,Yes,42
C02191,Male,42,0,No,No,26
C02192,Male,61,0,Yes,Yes,30
C02193,Female,35,0,Yes,No,21
C02194,Female,36,0,Yes,No,16
C02195,Male,27,0,Yes,No,47
C02196,Female,34,0,No,No,58
C02197,Female,35,0,No,Yes,21
C02198,Male,32,0,Yes,No,62
C02199,Male,37,0,No,Yes,41
C02200,Female,34,0,Yes,No,12
C02201,Female,56,0,Yes,Yes,26
C02202,Female,37,0,Yes,No,1
C02203,Female,61,0,Yes,No,3
C02204,Female,52,0,No,No,24
C02205,Female,54,0,Yes,No,33
C02206,Female,51,0,No,Yes,57
C02207,Male,70,1,Yes,No,10
C02208,Female,32,0,No,Yes,60
C02209,Female,73,1,Yes,Yes,17
C02210,Male,29,0,Yes,No,10
C02211,Female,25,0,Yes,No,50
C02212,Female,65,1,Yes,No,55
C02213,Male,69,1,Yes,No,43
C02214,Male,23,0,Yes,Yes,9
C02215,Male,52,0,No,Yes,9
C02216,Male,47,0,Yes,No,28
C02217,Male,30,0,No,Yes,32
C02218,Male,47,0,No,No,71
C02219,Male,57,0,No,No,21
C02220,Male,50,0,No,Yes,14
C02221,Male,47,0,Yes,No,68
C02222,Female,68,1,No,No,11
C02223,Male,30,0,No,No,2
C02224,Female,53,0,No,No,31
C02225,Male,36,0,Yes,No,29
C02226,Female,73,1,No,No,44
C02227,Female,32,0,Yes,No,63
C02228,Female,67,1,No,No,67
C02229,Male,54,0,Yes,No,21
C02230,Female,30,0,Yes,No,70
C02231,Male,61,0,No,No,45
C02232,Male,31,0,No,No,5
C02233,Female,32,0,Yes,Yes,67
C02234,Male,37,0,No,No,10
C02235,Male,56,0,No,No,42
C02236,Female,40,0,No,No,57
C02237,Male,50,0,No,No,18
C02238,Female,49,0,Yes,No,20
C02239,Male,29,0,Yes,No,34
C02240,Male,31,0,No,No,63
C02241,Male,35,0,Yes,No,16
C02242,Male,30,0,No,No,48
C02243,Male,70,1,No,No,33
C02244,Male,39,0,No,No,8
C02245,Male,41,0,Yes,No,51
C02246,Male,56,0,No,No,60
C02247,Male,62,0,No,Yes,41
C02248,Female,57,0,Yes,Yes,13
C02249,Female,49,0,Yes,No,12
C02250,Female,73,1,Yes,No,31
C02251,Female,69,1,Yes,No,36
C02252,Male,29,0,No,Yes,40
C02253,Male,27,0,No,Yes,18
C02254,Female,40,0,Yes,No,36
C02255,Male,65,1,No,No,21
C02256,Female,72,1,Yes,No,49
C02257,Male,58,0,Yes,No,57
C02258,Male,57,0,Yes,No,47
C02259,Female,31,0,No,No,1
C02260,Female,51,0,No,Yes,71
C02261,Female,28,0,No,No,2
C02262,Male,48,0,No,No,71
C02263,Male,29,0,Yes,No,3
C02264,Female,22,0,No,No,37
C02265,Male,73,1,Yes,No,8
C02266,Female,68,1,Yes,Yes,7
C02267,Male,57,0,No,Yes,49
C02268,Female,53,0,Yes,No,52
C02269,Female,31,0,Yes,No,9
C02270,Male,50,0,Yes,No,70
C02271,Female,60,0,Yes,Yes,23
C02272,Male,48,0,No,No,23
C02273,Male,34,0,Yes,Yes,22
C02274,Female,40,0,No,No,33
C02275,Female,65,1,No,Yes,13
C02276,Male,32,0,No,No,31
C02277,Male,72,1,Yes,No,15
C02278,Male,61,0,No,Yes,4
C02279,Female,68,1,Yes,No,27
C02280,Female,47,0,Yes,No,48
C02281,Female,30,0,No,Yes,55
C02282,Male,19,0,Yes,Yes,26
C02283,Male,48,0,No,No,23
C02284,Male,40,0,Yes,No,56
C02285,Male,24,0,No,No,49
C02286,Male,70,1,No,No,60
C02287,Female,73,1,No,No,65
C02288,Male,39,0,Yes,No,59
C02289,Male,56,0,Yes,No,67
C02290,Female,41,0,No,No,30
C02291,Female,46,0,No,Yes,29
C02292,Female,53,0,Yes,Yes,23
C02293,Male,41,0,Yes,No,17
C02294,Male,63,0,No,No,54
C02295,Female,28,0,No,No,51
C02296,Female,56,0,No,Yes,57
C02297,Male,74,1,No,No,12
C02298,Female,66,1,Yes,No,35
C02299,Male,20,0,Yes,No,16
C02300,Male,24,0,No,Yes,64
C02301,Male,53,0,No,No,19
C02302,Female,70,1,Yes,No,11
C02303,Male,66,1,No,Yes,41
C02304,Female,69,1,Yes,No,63
C02305,Male,26,0,Yes,Yes,66
C02306,Male,47,0,No,No,7
C02307,Female,59,0,Yes,Yes,24
C02308,Female,53,0,Yes,No,11
C02309,Male,62,0,No,Yes,22
C02310,Male,30,0,Yes,No,38
C02311,Male,44,0,Yes,Yes,20
C02312,Male,43,0,No,No,5
C02313,Male,71,1,Yes,Yes,37
C02314,Female,29,0,No,No,4
C02315,Male,36,0,Yes,No,17
C02316,Female,19,0,Yes,No,1
C02317,Female,26,0,No,Yes,7
C02318,Female,73,1,Yes,No,31
C02319,Female,66,1,No,No,61
C02320,Female,32,0,No,No,55
C02321,Male,58,0,No,No,8
C02322,Male,51,0,Yes,No,3
C02323,Female,69,1,Yes,No,25
C02324,Male,35,0,No,No,47
C02325,Female,74,1,Yes,Yes,54
C02326,Female,39,0,No,Yes,59
C02327,Female,58,0,No,No,25
C02328,Male,40,0,Yes,No,12
C02329,Male,56,0,Yes,No,2
C02330,Male,37,0,No,Yes,11
C02331,Male,66,1,No,No,5
C02332,Male,54,0,Yes,No,62
C02333,Male,34,0,No,No,20
C02334,Male,72,1,No,No,59
C02335,Female,58,0,Yes,Yes,40
C02336,Female,42,0,Yes,No,39
C02337,Female,25,0,No,Yes,33
C02338,Male,73,1,No,No,59
C02339,Male,61,0,No,No,4
C02340,Female,56,0,Yes,Yes,7
C02341,Male,65,1,No,No,31
C02342,Male,52,0,No,No,29
C02343,Female,31,0,No,No,39
C02344,Female,31,0,Yes,No,53
C02345,Female,22,0,Yes,No,42
C02346,Male,21,0,No,No,19
C02347,Male,59,0,Yes,No,24
C02348,Male,66,1,Yes,No,54
C02349,Female,27,0,No,Yes,15
C02350,Male,50,0,Yes,Yes,36
C02351,Male,25,0,No,Yes,39
C02352,Male,41,0,No,No,54
C02353,Male,63,0,No,No,51
C02354,Male,64,0,Yes,Yes,33
C02355,Female,72,1,No,No,22
C02356,Female,35,0,No,No,27
C02357,Female,72,1,No,Yes,30
C02358,Male,62,0,Yes,No,16
C02359,Female,37,0,Yes,No,45
C02360,Female,36,0,No,Yes,15
C02361,Male,24,0,Yes,No,47
C02362,Female,70,1,No,Yes,54
C02363,Male,29,0,Yes,No,69
C02364,Female,33,0,Yes,No,9
C02365,Male,41,0,No,No,54
C02366,Male,25,0,No,No,7
C02367,Male,63,0,No,Yes,24
C02368,Female,57,0,Yes,No,13
C02369,Male,26,0,No,No,12
C02370,Female,27,0,No,No,13
C02371,Male,19,0,Yes,No,4
C02372,Female,72,1,Yes,No,59
C02373,Male,42,0,Yes,Yes,5
C02374,Male,55,0,No,No,29
C02375,Male,26,0,Yes,No,50
C02376,Male,31,0,No,No,71
C02377,Male,48,0,Yes,No,61
C02378,Male,29,0,No,No,10
C02379,Female,52,0,No,No,71
C02380,Male,70,1,No,No,47
C02381,Male,35,0,Yes,No,13
C02382,Male,52,0,Yes,No,32
C02383,Female,70,1,No,No,66
C02384,Male,68,1,Yes,Yes,28
C02385,Female,18,0,No,No,14
C02386,Male,24,0,Yes,Yes,63
C02387,Female,74,1,Yes,No,68
C02388,Male,70,1,Yes,No,70
C02389,Male,36,0,No,No,68
C02390,Female,47,0,No,No,62
C02391,Male,50,0,Yes,No,33
C02392,Male,56,0,Yes,Yes,14
C02393,Female,60,0,Yes,No,44
C02394,Male,39,0,No,No,16
C02395,Female,68,1,No,Yes,34
C02396,Male,21,0,Yes,Yes,47
C02397,Male,19,0,No,No,68
C02398,Male,72,1,No,No,21
C02399,Male,28,0,No,No,18
C02400,Male,74,1,No,No,53
C02401,Female,34,0,No,No,1
C02402,Female,38,0,No,Yes,41
C02403,Male,19,0,Yes,No,53
C02404,Female,71,1,Yes,No,40
C02405,Female,38,0,Yes,No,28
C02406,Female,27,0,Yes,No,59
C02407,Male,45,0,Yes,Yes,27
C02408,Female,26,0,No,Yes,51
C02409,Male,63,0,No,No,33
C02410,Female,22,0,Yes,No,2
C02411,Female,46,0,Yes,No,38
C02412,Male,40,0,No,No,4
C02413,Male,20,0,No,No,67
C02414,Male,20,0,Yes,No,43
C02415,Female,47,0,No,Yes,27
C02416,Female,40,0,Yes,Yes,35
C02417,Male,25,0,Yes,No,44
C02418,Male,25,0,No,No,19
C02419,Male,63,0,No,No,21
C02420,Male,59,0,Yes,Yes,30
C02421,Female,52,0,No,No,19
C02422,Male,65,1,No,Yes,54
C02423,Male,21,0,Yes,Yes,8
C02424,Female,57,0,No,No,59
C02425,Male,60,0,Yes,No,25
C02426,Female,29,0,Yes,Yes,40
