CustomerID,PhoneService,InternetService,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling
C01302,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C01303,No,DSL,Yes,No,No internet service,Month-to-month,Yes
C01304,Yes,DSL,Yes,No,No,Month-to-month,No
C01305,Yes,No,No internet service,Yes,Yes,Month-to-month,No
C01306,Yes,Fiber optic,Yes,Yes,Yes,Two year,No
C01307,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes
C01308,Yes,DSL,No,No,No,Month-to-month,Yes
C01309,Yes,DSL,No,Yes,No internet service,One year,Yes
C01310,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes
C01311,Yes,No,Yes,No,No internet service,Two year,No
C01312,Yes,No,No internet service,No,No internet service,Month-to-month,Yes
C01313,Yes,DSL,Yes,No,No,Two year,No
C01314,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes
C01315,Yes,No,No internet service,No,No,Month-to-month,Yes
C01316,Yes,No,Yes,No,No internet service,Month-to-month,No
C01317,Yes,Fiber optic,No,Yes,No,Two year,No
C01318,Yes,DSL,No,No,No internet service,Month-to-month,No
C01319,Yes,No,Yes,No,No internet service,Month-to-month,Yes
C01320,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C01321,Yes,DSL,Yes,Yes,No,Month-to-month,Yes
C01322,Yes,DSL,No,Yes,No,Two year,No
C01323,Yes,Fiber optic,No,No,No,Two year,Yes
C01324,Yes,DSL,No,Yes,Yes,One year,No
C01325,No,Fiber optic,No,No,No,Month-to-month,Yes
C01326,Yes,No,No,No,No,One year,Yes
C01327,Yes,Fiber optic,Yes,No internet service,No,One year,Yes
C01328,Yes,No,Yes,Yes,No internet service,Month-to-month,No
C01329,Yes,No,Yes,No,No,Month-to-month,Yes
C01330,Yes,No,No internet service,No internet service,No,One year,Yes
C01331,Yes,Fiber optic,No,Yes,Yes,Two year,Yes
C01332,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes
C01333,Yes,Fiber optic,No,Yes,No,Two year,Yes
C01334,Yes,DSL,No,No,No,One year,No
C01335,Yes,No,No,No internet service,No,Two year,No
C01336,No,Fiber optic,No,Yes,No internet service,Two year,No
C01337,Yes,No,Yes,Yes,No,Month-to-month,Yes
C01338,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes
C01339,Yes,DSL,No internet service,Yes,Yes,One year,Yes
C01340,Yes,Fiber optic,No,No,No,Two year,Yes
C01341,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01342,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes
C01343,Yes,No,No internet service,No,No,Two year,Yes
C01344,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No
C01345,Yes,DSL,No,No internet service,No,Month-to-month,Yes
C01346,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes
C01347,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes
C01348,Yes,Fiber optic,Yes,Yes,No,One year,Yes
C01349,Yes,DSL,No,Yes,No,Month-to-month,No
C01350,No,DSL,No,No,No,One year,No
C01351,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes
C01352,Yes,DSL,No,Yes,No,Two year,Yes
C01353,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes
C01354,Yes,Fiber optic,No,No,No internet service,One year,No
C01355,Yes,DSL,No,No,Yes,Month-to-month,Yes
C01356,No,No,No internet service,No,No internet service,One year,No
C01357,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes
C01358,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes
C01359,Yes,No,No,No internet service,No,Month-to-month,No
C01360,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C01361,Yes,DSL,No internet service,No,Yes,One year,Yes
C01362,Yes,No,No,Yes,Yes,Month-to-month,Yes
C01363,Yes,No,No,Yes,Yes,Two year,No
C01364,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No
C01365,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No
C01366,Yes,Fiber optic,No,No,No,Two year,Yes
C01367,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes
C01368,Yes,Fiber optic,Yes,No,Yes,Two year,No
C01369,Yes,DSL,Yes,No,No,Month-to-month,Yes
C01370,Yes,Fiber optic,No,No,Yes,One year,Yes
C01371,Yes,DSL,Yes,Yes,Yes,Two year,Yes
C01372,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes
C01373,Yes,Fiber optic,Yes,Yes,No,One year,No
C01374,Yes,DSL,Yes,No,No internet service,Month-to-month,No
C01375,Yes,Fiber optic,Yes,No,Yes,One year,Yes
C01376,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C01377,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes
C01378,Yes,DSL,No internet service,Yes,No,Month-to-month,No
C01379,No,DSL,Yes,No,No,One year,No
C01380,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes
C01381,Yes,DSL,Yes,No,No,Two year,No
C01382,Yes,Fiber optic,No,No internet service,No internet service,One year,No
C01383,Yes,Fiber optic,Yes,No,No,Two year,No
C01384,Yes,Fiber optic,Yes,No,No internet service,Two year,No
C01385,Yes,DSL,No,No,No,Month-to-month,Yes
C01386,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,Yes
C01387,Yes,DSL,Yes,No,Yes,One year,Yes
C01388,Yes,DSL,No,No,No internet service,Month-to-month,Yes
C01389,Yes,No,No,No,No,Two year,No
C01390,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No
C01391,Yes,DSL,No,Yes,No,Month-to-month,Yes
C01392,Yes,No,Yes,No,No internet service,Two year,Yes
C01393,Yes,No,No,No,No,Month-to-month,Yes
C01394,Yes,Fiber optic,No,No,Yes,Two year,No
C01395,Yes,Fiber optic,No,Yes,No,Two year,Yes
C01396,Yes,DSL,No,No internet service,No,One year,Yes
C01397,Yes,No,No,Yes,No,One year,No
C01398,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C01399,Yes,Fiber optic,No,No internet service,No,Month-to-month,No
C01400,Yes,DSL,No internet service,Yes,Yes,Two year,Yes
C01401,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C01402,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01403,Yes,DSL,No,No,Yes,Month-to-month,Yes
C01404,Yes,Fiber optic,No internet service,Yes,Yes,One year,No
C01405,Yes,DSL,No,No,No,One year,No
C01406,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C01407,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes
C01408,Yes,No,No internet service,No,Yes,Two year,Yes
C01409,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No
C01410,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes
C01411,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes
C01412,Yes,Fiber optic,Yes,No,Yes,One year,No
C01413,Yes,DSL,No,Yes,No,Month-to-month,Yes
C01414,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C01415,Yes,DSL,Yes,No,Yes,Month-to-month,No
C01416,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C01417,Yes,No,Yes,Yes,No,Two year,No
C01418,Yes,DSL,No internet service,Yes,Yes,Two year,Yes
C01419,Yes,No,No,No,No internet service,One year,Yes
C01420,Yes,No,Yes,Yes,No internet service,Month-to-month,No
C01421,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes
C01422,Yes,DSL,No,No internet service,No internet service,One year,Yes
C01423,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01424,No,No,No,Yes,No internet service,One year,Yes
C01425,No,Fiber optic,No internet service,Yes,No,Month-to-month,Yes
C01426,Yes,DSL,Yes,No,No internet service,One year,Yes
C01427,Yes,DSL,Yes,No,No internet service,Month-to-month,No
C01428,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes
C01429,Yes,DSL,Yes,No,Yes,Month-to-month,Yes
C01430,Yes,DSL,No,Yes,No,Month-to-month,No
C01431,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes
C01432,No,Fiber optic,No,No,No internet service,Month-to-month,Yes
C01433,Yes,DSL,No,No,No,Two year,Yes
C01434,Yes,No,No,No,Yes,Month-to-month,No
C01435,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes
C01436,Yes,DSL,No,No,Yes,Month-to-month,Yes
C01437,Yes,DSL,Yes,Yes,No,Month-to-month,No
C01438,Yes,DSL,No,Yes,No,Two year,No
C01439,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C01440,Yes,DSL,No,No,No,Two year,No
C01441,Yes,No,No,No internet service,No,One year,No
C01442,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes
C01443,Yes,DSL,Yes,No,Yes,Month-to-month,No
C01444,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No
C01445,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes
C01446,No,No,No,No internet service,Yes,Month-to-month,No
C01447,Yes,DSL,No internet service,Yes,Yes,One year,Yes
C01448,Yes,Fiber optic,No,No,No internet service,One year,No
C01449,Yes,DSL,No,Yes,No internet service,Month-to-month,No
C01450,Yes,DSL,Yes,No,Yes,One year,Yes
C01451,Yes,No,No,No,No,Two year,Yes
C01452,Yes,DSL,Yes,Yes,Yes,Month-to-month,No
C01453,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No
C01454,Yes,DSL,No,No internet service,No,Month-to-month,No
C01455,Yes,No,Yes,No,No,Month-to-month,Yes
C01456,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No
C01457,Yes,DSL,Yes,No,No,Month-to-month,No
C01458,Yes,Fiber optic,Yes,No,No,One year,No
C01459,Yes,DSL,No,Yes,No,Month-to-month,Yes
C01460,Yes,DSL,Yes,Yes,No,One year,Yes
C01461,Yes,Fiber optic,No,No,Yes,Month-to-month,No
C01462,Yes,No,No,Yes,No,Month-to-month,No
C01463,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01464,Yes,DSL,Yes,No,No,Month-to-month,Yes
C01465,Yes,DSL,No,No,No internet service,Month-to-month,No
C01466,Yes,No,No,No internet service,No,Month-to-month,Yes
C01467,Yes,DSL,No,No internet service,No internet service,One year,Yes
C01468,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C01469,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No
C01470,Yes,No,No,No,No,Month-to-month,Yes
C01471,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No
C01472,Yes,No,No,No,Yes,Month-to-month,Yes
C01473,Yes,Fiber optic,No internet service,No,No,Month-to-month,No
C01474,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,No
C01475,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No
C01476,Yes,Fiber optic,No,No,No internet service,Two year,No
C01477,No,DSL,Yes,Yes,No,Two year,No
C01478,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes
C01479,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes
C01480,No,DSL,No,No,No,Two year,Yes
C01481,Yes,No,Yes,No,No internet service,Month-to-month,No
C01482,Yes,No,No internet service,No,Yes,Month-to-month,No
C01483,Yes,Fiber optic,No internet service,Yes,No internet service,One year,Yes
C01484,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes
C01485,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No
C01486,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes
C01487,Yes,DSL,Yes,Yes,Yes,Month-to-month,No
C01488,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,Yes
C01489,No,No,Yes,Yes,Yes,Month-to-month,No
C01490,Yes,DSL,No,No,No,One year,Yes
C01491,No,DSL,Yes,No,No,Month-to-month,Yes
C01492,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes
C01493,Yes,Fiber optic,No,Yes,No,Month-to-month,No
C01494,Yes,DSL,No internet service,No,No internet service,Two year,No
C01495,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No
C01496,Yes,DSL,No,No,No,Month-to-month,No
C01497,Yes,DSL,Yes,No,Yes,One year,No
C01498,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01499,No,No,Yes,No internet service,Yes,Month-to-month,Yes
C01500,Yes,DSL,No,No internet service,Yes,Month-to-month,No
C01501,No,DSL,No,No internet service,Yes,Two year,Yes
C01502,Yes,DSL,Yes,No,Yes,One year,No
C01503,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes
C01504,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes
C01505,Yes,Fiber optic,No,No internet service,Yes,One year,Yes
C01506,Yes,Fiber optic,No,No,No,Month-to-month,No
C01507,Yes,No,Yes,No,No,Month-to-month,No
C01508,Yes,DSL,No,No internet service,No,Month-to-month,No
C01509,Yes,DSL,No internet service,No,No,Month-to-month,No
C01510,Yes,Fiber optic,Yes,No,Yes,One year,Yes
C01511,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No
C01512,Yes,DSL,No,No,Yes,Month-to-month,Yes
C01513,Yes,No,Yes,No,No internet service,Month-to-month,No
C01514,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No
C01515,Yes,No,No,Yes,No,Two year,Yes
C01516,Yes,No,No internet service,No,Yes,Month-to-month,Yes
C01517,Yes,Fiber optic,No,No,No,Month-to-month,No
C01518,Yes,No,No,No internet service,No,One year,Yes
C01519,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes
C01520,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No
C01521,No,Fiber optic,No,No,No,Month-to-month,No
C01522,Yes,No,No,Yes,Yes,One year,Yes
C01523,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01524,Yes,Fiber optic,Yes,No,Yes,One year,No
C01525,Yes,DSL,No,No,No,One year,Yes
C01526,Yes,No,Yes,Yes,No internet service,Two year,No
C01527,Yes,Fiber optic,No,No,Yes,Two year,Yes
C01528,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes
C01529,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No
C01530,Yes,Fiber optic,No,No internet service,No,Two year,No
C01531,Yes,DSL,No internet service,Yes,No,One year,No
C01532,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C01533,No,DSL,Yes,No,No,Two year,Yes
C01534,Yes,DSL,No internet service,Yes,No internet service,Two year,Yes
C01535,Yes,DSL,No,Yes,No internet service,One year,No
C01536,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes
C01537,Yes,DSL,Yes,Yes,No,Month-to-month,Yes
C01538,Yes,Fiber optic,Yes,No,No,Two year,No
C01539,No,No,No,Yes,Yes,Two year,No
C01540,No,Fiber optic,No internet service,Yes,No,Month-to-month,No
C01541,Yes,No,No,No,No,Month-to-month,Yes
C01542,Yes,Fiber optic,Yes,No,Yes,One year,No
C01543,Yes,DSL,No internet service,No,Yes,Month-to-month,No
C01544,Yes,Fiber optic,No,No,No,One year,Yes
C01545,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes
C01546,Yes,No,No internet service,Yes,No,Month-to-month,Yes
C01547,Yes,DSL,No,No internet service,Yes,One year,No
C01548,Yes,No,No,No,No internet service,Month-to-month,No
C01549,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes
C01550,Yes,No,Yes,Yes,Yes,Month-to-month,No
C01551,Yes,DSL,No,No internet service,No internet service,One year,No
C01552,Yes,Fiber optic,No internet service,No internet service,Yes,One year,Yes
C01553,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No
C01554,Yes,No,No internet service,No,No internet service,Two year,Yes
C01555,Yes,DSL,Yes,Yes,No,Month-to-month,Yes
C01556,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,No
C01557,Yes,Fiber optic,No,No,No internet service,One year,Yes
C01558,Yes,Fiber optic,No,No,No,Month-to-month,No
C01559,No,Fiber optic,No,No,Yes,Month-to-month,Yes
C01560,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes
C01561,Yes,DSL,Yes,No,Yes,Month-to-month,Yes
C01562,Yes,Fiber optic,No,Yes,No,Two year,No
C01563,Yes,Fiber optic,No internet service,Yes,Yes,One year,Yes
C01564,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C01565,Yes,DSL,No,Yes,Yes,Month-to-month,Yes
C01566,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No
C01567,Yes,No,No,No,Yes,Two year,Yes
C01568,Yes,No,No,No internet service,No,One year,No
C01569,Yes,No,No,No,Yes,Month-to-month,No
C01570,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C01571,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes
C01572,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C01573,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes
C01574,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01575,Yes,DSL,Yes,No internet service,No,Two year,Yes
C01576,Yes,No,Yes,No internet service,No internet service,Month-to-month,No
C01577,Yes,DSL,Yes,No,Yes,Two year,Yes
C01578,Yes,DSL,Yes,No,Yes,One year,Yes
C01579,Yes,No,No,No,No internet service,Month-to-month,Yes
C01580,Yes,DSL,No internet service,No,No,Month-to-month,Yes
C01581,Yes,DSL,Yes,No,No,Month-to-month,Yes
C01582,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes
C01583,Yes,No,No,No internet service,No,Month-to-month,No
C01584,Yes,DSL,No,No internet service,No,Two year,Yes
C01585,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes
C01586,Yes,DSL,No,Yes,No,Month-to-month,No
C01587,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C01588,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes
C01589,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No
C01590,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No
C01591,Yes,No,No,Yes,No,Two year,Yes
C01592,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes
C01593,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes
C01594,Yes,Fiber optic,Yes,No internet service,No internet service,One year,Yes
C01595,Yes,DSL,Yes,No internet service,Yes,One year,Yes
C01596,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes
C01597,No,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes
C01598,Yes,DSL,Yes,Yes,No,One year,No
C01599,Yes,DSL,No,Yes,No,Month-to-month,Yes
C01600,No,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes
C01601,Yes,DSL,No,No internet service,No internet service,One year,Yes
C01602,Yes,DSL,No,No internet service,Yes,One year,No
C01603,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01604,Yes,No,Yes,No,No,Month-to-month,Yes
C01605,Yes,DSL,Yes,No,Yes,One year,No
C01606,Yes,No,Yes,No,Yes,Month-to-month,Yes
C01607,Yes,DSL,No internet service,Yes,No,Two year,Yes
C01608,Yes,No,No internet service,Yes,No,Month-to-month,Yes
C01609,Yes,Fiber optic,No internet service,No internet service,No,One year,No
C01610,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes
C01611,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No
C01612,Yes,Fiber optic,No,Yes,Yes,One year,No
C01613,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,No
C01614,Yes,Fiber optic,No internet service,No internet service,No,One year,No
C01615,Yes,No,No,Yes,Yes,Two year,Yes
C01616,Yes,No,No internet service,No,No internet service,Two year,Yes
C01617,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,No
C01618,Yes,No,No,Yes,Yes,Two year,Yes
C01619,Yes,DSL,Yes,No,Yes,Two year,No
C01620,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes
C01621,Yes,Fiber optic,No,Yes,Yes,Two year,Yes
C01622,No,DSL,No internet service,Yes,Yes,Month-to-month,Yes
C01623,Yes,No,Yes,Yes,Yes,Two year,No
C01624,Yes,No,No,Yes,No,Two year,Yes
C01625,Yes,No,No,No internet service,No,Month-to-month,Yes
C01626,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No
C01627,No,Fiber optic,No,Yes,No,Two year,Yes
C01628,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes
C01629,Yes,DSL,No,No,No internet service,Month-to-month,Yes
C01630,Yes,No,No,No,Yes,Month-to-month,Yes
C01631,Yes,DSL,Yes,No,Yes,Month-to-month,No
C01632,Yes,No,No,No,No internet service,Month-to-month,Yes
C01633,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,Yes
C01634,Yes,DSL,No,No internet service,No internet service,Two year,Yes
C01635,Yes,DSL,Yes,Yes,No,Two year,No
C01636,No,Fiber optic,No,No,Yes,Two year,No
C01637,Yes,DSL,No,No,No,Month-to-month,Yes
C01638,Yes,No,No internet service,No internet service,Yes,One year,Yes
C01639,Yes,DSL,No,Yes,No,Month-to-month,No
C01640,Yes,Fiber optic,No,No internet service,Yes,One year,No
C01641,Yes,DSL,No,No internet service,No internet service,Two year,Yes
C01642,Yes,DSL,No,No,No,Month-to-month,Yes
C01643,Yes,DSL,No,No,No,Two year,No
C01644,Yes,No,No,No,No,Two year,Yes
C01645,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No
C01646,Yes,No,No,No,No internet service,Two year,Yes
C01647,No,Fiber optic,No internet service,No internet service,No internet service,Two year,No
C01648,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes
C01649,Yes,DSL,Yes,No,Yes,Month-to-month,No
C01650,Yes,Fiber optic,No,Yes,Yes,One year,Yes
C01651,Yes,DSL,No,No,Yes,One year,Yes
C01652,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes
C01653,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No
C01654,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes
C01655,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes
C01656,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes
C01657,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes
C01658,Yes,Fiber optic,Yes,Yes,No,Two year,Yes
C01659,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes
C01660,Yes,Fiber optic,Yes,No,No,One year,No
C01661,Yes,DSL,No,Yes,No,One year,Yes
C01662,No,DSL,Yes,No internet service,No,Two year,No
C01663,Yes,DSL,No,Yes,No,Two year,No
C01664,Yes,Fiber optic,Yes,Yes,No,Two year,Yes
C01665,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes
C01666,Yes,No,Yes,Yes,No internet service,Month-to-month,No
C01667,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No
C01668,Yes,DSL,No,No internet service,No,Month-to-month,No
C01669,No,DSL,No internet service,No internet service,Yes,Month-to-month,No
C01670,Yes,No,No,No,No internet service,Month-to-month,Yes
C01671,Yes,DSL,No,No,No,Month-to-month,Yes
C01672,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C01673,Yes,DSL,No,Yes,No,One year,Yes
C01674,Yes,No,No,No internet service,No,Two year,Yes
C01675,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes
C01676,Yes,DSL,Yes,Yes,Yes,Month-to-month,No
C01677,Yes,Fiber optic,Yes,No,No,Month-to-month,No
C01678,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes
C01679,Yes,Fiber optic,Yes,No internet service,Yes,Two year,Yes
C01680,Yes,No,No internet service,No internet service,No,Month-to-month,Yes
C01681,Yes,No,No internet service,No,No,Month-to-month,Yes
C01682,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes
C01683,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes
C01684,Yes,No,No,No internet service,Yes,One year,No
C01685,Yes,Fiber optic,No,No internet service,No,Month-to-month,No
C01686,Yes,Fiber optic,No internet service,No,No,Month-to-month,No
C01687,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes
C01688,Yes,Fiber optic,No,No internet service,Yes,One year,Yes
C01689,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes
C01690,No,No,No internet service,No internet service,No,Month-to-month,No
C01691,Yes,No,No,No,Yes,One year,No
C01692,Yes,DSL,No,No,Yes,One year,No
C01693,Yes,Fiber optic,No,No internet service,No,Month-to-month,No
C01694,Yes,Fiber optic,No,No,No,Two year,Yes
C01695,Yes,No,Yes,Yes,Yes,One year,No
C01696,Yes,Fiber optic,No,No internet service,No internet service,Two year,Yes
C01697,Yes,DSL,Yes,No,Yes,Month-to-month,No
C01698,Yes,DSL,Yes,No internet service,Yes,One year,Yes
C01699,No,DSL,No,No internet service,Yes,Month-to-month,No
C01700,Yes,DSL,Yes,No,No internet service,Month-to-month,No
C01701,No,DSL,No internet service,No,Yes,Month-to-month,Yes
C01702,Yes,DSL,No internet service,Yes,Yes,Month-to-month,No
C01703,Yes,No,No internet service,No internet service,Yes,Two year,Yes
C01704,No,Fiber optic,Yes,No,No,Two year,No
C01705,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes
C01706,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes
C01707,Yes,DSL,No,No,No,Month-to-month,No
C01708,Yes,Fiber optic,Yes,No internet service,No,One year,Yes
C01709,Yes,No,No internet service,No,No,Month-to-month,Yes
C01710,No,Fiber optic,Yes,No internet service,No,One year,Yes
C01711,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes
C01712,Yes,DSL,No,No,Yes,One year,Yes
C01713,Yes,Fiber optic,No,Yes,No,Two year,No
C01714,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes
C01715,Yes,Fiber optic,Yes,No,No,Two year,Yes
C01716,Yes,Fiber optic,Yes,No,No,Two year,Yes
C01717,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes
C01718,Yes,DSL,No,No,No,Month-to-month,Yes
C01719,Yes,DSL,Yes,No,Yes,One year,Yes
C01720,Yes,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,No
C01721,Yes,DSL,Yes,No,Yes,Two year,Yes
C01722,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes
C01723,Yes,No,Yes,No internet service,No internet service,Two year,No
C01724,Yes,Fiber optic,No,Yes,No,One year,No
C01725,Yes,DSL,No,No,No internet service,Month-to-month,No
C01726,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No
C01727,Yes,Fiber optic,Yes,No,Yes,Two year,Yes
C01728,Yes,Fiber optic,No,No,No,Month-to-month,Yes
C01729,Yes,No,Yes,No,Yes,Month-to-month,Yes
C01730,Yes,Fiber optic,Yes,Yes,No,Two year,Yes
C01731,Yes,DSL,Yes,No,Yes,Month-to-month,Yes
C01732,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes
C01733,No,No,Yes,No,No,Month-to-month,Yes
C01734,Yes,Fiber optic,No,No,Yes,Two year,No
C01735,Yes,No,Yes,No,Yes,One year,Yes
C01736,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes
C01737,Yes,No,No,No,Yes,Month-to-month,Yes
C01738,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes
C01739,Yes,No,No internet service,No,No,One year,Yes
C01740,Yes,No,No internet service,No,No,Month-to-month,Yes
C01741,Yes,No,Yes,Yes,No,Month-to-month,Yes
C01742,Yes,No,No,No internet service,Yes,One year,No
C01743,Yes,Fiber optic,No internet service,No internet service,Yes,Two year,Yes
C01744,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes
