CustomerID,MonthlyCharges,TotalCharges,PaymentMethod,NumComplaints,Churn
C01249,87.98,2132.32,Bank transfer,1,1
C01250,69.07,4814.46,Electronic check,4,1
C01251,48.07,865.41,Bank transfer,1,1
C01252,64.89,1975.96,Credit card,1,0
C01253,80.08,490.2,Credit card,3,0
C01254,54.41,3093.15,Bank transfer,1,0
C01255,80.23,3775.76,Electronic check,1,0
C01256,52.07,334.98,Electronic check,3,0
C01257,69.24,1093.94,Bank transfer,0,0
C01258,67.6,2697.41,Mailed check,3,0
C01259,30.14,1152.86,Bank transfer,2,0
C01260,74.05,4234.08,Credit card,2,1
C01261,86.8,1625.31,Bank transfer,1,0
C01262,85.87,5690.5,Electronic check,2,0
C01263,93.19,2992.51,Bank transfer,2,0
C01264,52.92,3108.78,Bank transfer,5,1
C01265,40.37,675.63,Electronic check,1,0
C01266,84.26,252.14,Mailed check,3,0
C01267,61.14,262.04,Electronic check,1,0
C01268,18.42,495.45,Bank transfer,2,0
C01269,63.34,4326.87,Electronic check,3,0
C01270,70.78,282.42,Electronic check,2,1
C01271,42.52,1160.38,Mailed check,2,0
C01272,112.94,932.03,Bank transfer,7,1
C01273,30.57,2052.13,Bank transfer,0,0
C01274,88.71,4236.57,Credit card,3,0
C01275,65.73,3611.02,Electronic check,0,0
C01276,79.94,4115.34,Mailed check,0,0
C01277,46.9,2193.49,Bank transfer,0,0
C01278,48.28,2618.16,Electronic check,1,0
C01279,63.06,43.65,Mailed check,0,0
C01280,39.12,2420.54,Mailed check,3,0
C01281,54.81,2914.1,Credit card,6,1
C01282,88.33,4703.95,Credit card,1,0
C01283,80.3,2231.57,Electronic check,0,0
C01284,23.42,1361.2,Mailed check,1,0
C01285,58.39,1648.88,Bank transfer,1,0
C01286,82.65,351.33,Credit card,2,0
C01287,89.91,5863.3,Credit card,2,0
C01288,37.27,625.55,Electronic check,1,1
C01289,75.88,642.59,Credit card,0,0
C01290,69.39,3148.25,Bank transfer,3,0
C01291,66.53,1132.45,Electronic check,5,1
C01292,56.1,3449.94,Credit card,0,0
C01293,70.34,2303.26,Electronic check,3,0
C01294,68.54,88.16,Bank transfer,2,0
C01295,38.28,2564.45,Credit card,3,0
C01296,70.74,2584.89,Credit card,1,0
C01297,66.14,1262.39,Electronic check,6,1
C01298,49.86,2424.92,Mailed check,1,0
C01299,63.21,2387.39,Electronic check,2,0
C01300,81.67,249.88,Credit card,2,1
C01301,18.0,964.68,Credit card,1,0
C01302,98.24,2866.28,Mailed check,3,0
C01303,74.85,3762.54,Electronic check,2,0
C01304,68.77,4380.76,Credit card,2,0
C01305,20.49,907.38,Electronic check,3,0
C01306,86.04,4120.32,Bank transfer,6,1
C01307,98.53,1886.81,Electronic check,1,0
C01308,52.0,879.85,Electronic check,1,0
C01309,44.18,1344.18,Credit card,2,0
C01310,51.29,3127.34,Electronic check,3,1
C01311,18.0,715.57,Credit card,0,0
C01312,23.71,598.18,Credit card,1,0
C01313,71.41,3968.49,Electronic check,3,0
C01314,93.07,5688.51,Mailed check,4,1
C01315,18.0,1164.01,Electronic check,2,1
C01316,24.04,488.41,Credit card,2,0
C01317,68.73,3498.87,Credit card,1,0
C01318,43.71,1846.75,Electronic check,3,1
C01319,37.36,1210.92,Credit card,3,0
C01320,58.37,1706.02,Credit card,0,0
C01321,61.31,551.36,Mailed check,4,1
C01322,53.68,1066.12,Credit card,2,0
C01323,66.19,2629.35,Mailed check,0,0
C01324,66.55,4209.21,Mailed check,2,0
C01325,77.36,4810.08,Electronic check,4,1
C01326,31.99,436.06,Electronic check,3,1
C01327,82.7,4081.77,Credit card,0,0
C01328,18.0,144.16,Electronic check,2,0
C01329,18.0,882.42,Mailed check,0,0
C01330,38.19,954.35,Electronic check,1,0
C01331,70.96,2310.87,Electronic check,3,0
C01332,23.1,1161.93,Electronic check,3,0
C01333,51.47,1553.08,Bank transfer,1,0
C01334,40.04,2340.4,Mailed check,3,0
C01335,18.23,712.12,Credit card,3,0
C01336,98.66,7022.2,Bank transfer,1,0
C01337,31.19,1459.62,Credit card,1,0
C01338,72.56,1619.45,Bank transfer,1,0
C01339,42.26,2390.63,Electronic check,1,0
C01340,64.05,1865.39,Mailed check,1,0
C01341,77.49,2952.83,Mailed check,3,0
C01342,67.37,676.79,Bank transfer,0,0
C01343,22.17,221.33,Credit card,3,0
C01344,64.1,2614.33,Mailed check,2,0
C01345,37.68,525.0,Bank transfer,6,1
C01346,69.16,4889.56,Credit card,3,1
C01347,60.59,3709.18,Electronic check,1,0
C01348,78.11,3938.41,Electronic check,0,0
C01349,66.0,3481.7,Bank transfer,1,0
C01350,80.44,3426.22,Mailed check,2,0
C01351,18.0,88.93,Credit card,7,1
C01352,38.41,1081.9,Mailed check,2,0
C01353,98.14,3530.01,Credit card,3,0
C01354,70.09,4531.76,Mailed check,4,1
C01355,53.56,879.07,Electronic check,2,0
C01356,27.51,997.32,Mailed check,3,1
C01357,64.38,1645.68,Bank transfer,6,1
C01358,87.9,898.57,Electronic check,4,1
C01359,24.39,178.31,Mailed check,1,0
C01360,83.0,2167.63,Mailed check,1,0
C01361,53.57,333.38,Credit card,2,0
C01362,18.0,122.71,Electronic check,3,0
C01363,23.97,587.72,Electronic check,2,0
C01364,102.51,1512.8,Mailed check,1,1
C01365,91.86,3675.06,Credit card,5,1
C01366,95.74,187.58,Mailed check,3,0
C01367,85.44,1875.18,Credit card,4,1
C01368,106.42,3518.5,Electronic check,3,0
C01369,42.19,2854.72,Electronic check,0,0
C01370,58.62,2673.84,Credit card,2,1
C01371,55.15,3476.75,Mailed check,3,0
C01372,59.21,1478.58,Credit card,2,0
C01373,89.33,2898.72,Credit card,2,0
C01374,29.43,883.15,Mailed check,2,0
C01375,58.04,3687.75,Electronic check,1,0
C01376,78.57,5407.74,Credit card,2,0
C01377,51.01,3539.34,Mailed check,0,0
C01378,35.3,1900.91,Bank transfer,0,0
C01379,67.01,2371.8,Mailed check,2,0
C01380,109.22,4272.77,Bank transfer,2,0
C01381,30.73,2173.87,Mailed check,1,0
C01382,90.41,1896.43,Mailed check,1,1
C01383,88.68,2206.16,Mailed check,3,0
C01384,81.18,5212.39,Bank transfer,2,0
C01385,51.44,1400.45,Electronic check,1,0
C01386,54.84,947.46,Credit card,3,0
C01387,67.78,2711.83,Mailed check,0,0
C01388,60.22,1463.01,Credit card,1,1
C01389,37.73,2391.91,Electronic check,1,0
C01390,47.34,3076.21,Electronic check,1,0
C01391,24.26,553.29,Electronic check,0,0
C01392,18.88,728.37,Mailed check,1,0
C01393,18.0,1210.12,Credit card,1,0
C01394,61.22,3261.65,Credit card,1,0
C01395,71.09,1158.77,Bank transfer,1,0
C01396,43.88,1851.53,Electronic check,1,0
C01397,21.32,960.89,Credit card,4,1
C01398,72.27,3417.02,Bank transfer,5,1
C01399,60.45,123.38,Mailed check,3,0
C01400,47.83,1016.78,Bank transfer,0,0
C01401,78.21,4756.17,Mailed check,1,0
C01402,56.57,1049.31,Bank transfer,7,1
C01403,61.23,1342.36,Electronic check,2,0
C01404,104.18,2400.83,Mailed check,3,0
C01405,66.48,830.9,Credit card,1,0
C01406,111.79,1352.3,Electronic check,0,0
C01407,35.42,897.6,Electronic check,0,0
C01408,18.0,1179.72,Electronic check,2,0
C01409,87.25,103.39,Mailed check,4,1
C01410,79.31,1684.76,Bank transfer,2,1
C01411,54.57,236.47,Electronic check,3,0
C01412,83.75,3339.01,Mailed check,0,0
C01413,80.24,1486.73,Mailed check,3,0
C01414,76.06,4353.36,Mailed check,1,0
C01415,56.11,2366.49,Mailed check,0,0
C01416,86.63,4888.09,Electronic check,7,1
C01417,28.23,1281.71,Mailed check,0,0
C01418,64.94,2085.68,Electronic check,3,0
C01419,21.78,1359.99,Credit card,0,0
C01420,24.05,815.1,Electronic check,0,0
C01421,95.6,6472.61,Mailed check,1,1
C01422,42.96,3080.42,Electronic check,3,0
C01423,98.45,4136.85,Mailed check,7,1
C01424,28.6,1381.87,Electronic check,0,0
C01425,87.95,1657.45,Mailed check,2,1
C01426,55.9,3228.05,Electronic check,1,0
C01427,63.64,3047.92,Electronic check,0,0
C01428,75.94,4931.79,Electronic check,1,0
C01429,60.95,1180.47,Bank transfer,2,0
C01430,84.65,4747.95,Mailed check,4,1
C01431,70.43,2374.93,Mailed check,2,0
C01432,70.36,955.01,Electronic check,3,0
C01433,58.08,773.81,Bank transfer,1,0
C01434,20.81,853.22,Bank transfer,0,0
C01435,74.27,1702.2,Bank transfer,2,0
C01436,57.0,443.48,Electronic check,2,0
C01437,56.42,1750.03,Bank transfer,2,1
C01438,44.18,2077.72,Bank transfer,1,0
C01439,69.1,1594.85,Mailed check,3,1
C01440,58.35,3989.49,Bank transfer,3,0
C01441,26.43,1500.04,Credit card,2,0
C01442,21.79,823.7,Electronic check,2,0
C01443,70.53,4705.4,Electronic check,1,0
C01444,82.58,2570.54,Electronic check,1,0
C01445,58.36,590.28,Bank transfer,4,1
C01446,18.0,28.42,Bank transfer,3,0
C01447,64.69,4326.74,Electronic check,1,0
C01448,77.01,5323.79,Credit card,3,0
C01449,64.12,3369.89,Bank transfer,0,0
C01450,43.91,339.41,Mailed check,3,0
C01451,19.44,410.17,Credit card,3,0
C01452,49.47,140.0,Mailed check,0,0
C01453,95.04,401.78,Mailed check,2,0
C01454,55.59,1015.33,Mailed check,2,1
C01455,18.0,711.87,Mailed check,0,0
C01456,72.51,345.31,Electronic check,4,1
C01457,43.5,3067.64,Credit card,3,0
C01458,92.5,3063.88,Electronic check,3,0
C01459,48.78,869.06,Electronic check,3,0
C01460,45.55,1713.92,Bank transfer,2,0
C01461,73.88,4211.65,Credit card,0,0
C01462,26.71,613.54,Credit card,0,0
C01463,78.54,296.45,Electronic check,1,1
C01464,48.04,217.44,Credit card,2,0
C01465,63.76,3900.01,Electronic check,1,0
C01466,31.23,247.1,Electronic check,0,0
C01467,45.26,2027.02,Credit card,0,0
C01468,92.25,2573.27,Electronic check,1,1
C01469,98.0,5466.36,Mailed check,1,0
C01470,18.0,82.17,Electronic check,0,0
C01471,85.84,5476.04,Bank transfer,0,0
C01472,34.44,1738.12,Electronic check,2,0
C01473,61.86,2010.35,Electronic check,0,0
C01474,54.99,823.42,Bank transfer,1,0
C01475,44.68,3104.28,Credit card,4,1
C01476,92.0,2016.76,Bank transfer,3,0
C01477,49.63,1728.15,Mailed check,0,0
C01478,43.48,1248.99,Credit card,2,0
C01479,67.99,1156.62,Mailed check,2,0
C01480,55.47,1693.06,Mailed check,3,0
C01481,18.0,169.68,Credit card,0,0
C01482,18.0,18.06,Bank transfer,2,1
C01483,45.44,933.34,Credit card,1,0
C01484,58.55,465.9,Credit card,3,0
C01485,41.18,1245.57,Bank transfer,0,0
C01486,77.11,4750.54,Bank transfer,2,0
C01487,54.44,642.35,Credit card,1,1
C01488,50.05,46.23,Credit card,2,1
C01489,19.34,158.42,Mailed check,0,0
C01490,50.5,1837.5,Mailed check,2,0
C01491,42.17,851.54,Bank transfer,4,1
C01492,38.6,1360.06,Electronic check,1,0
C01493,61.37,204.0,Credit card,6,1
C01494,46.74,1089.85,Bank transfer,3,0
C01495,83.74,2505.78,Electronic check,7,1
C01496,39.54,1225.37,Credit card,1,0
C01497,66.05,2645.69,Electronic check,2,0
C01498,103.74,5810.75,Credit card,3,1
C01499,54.39,1838.18,Electronic check,4,1
C01500,34.46,2069.5,Credit card,2,0
C01501,55.71,2174.34,Electronic check,2,0
C01502,73.17,1401.59,Electronic check,2,0
C01503,26.3,416.23,Mailed check,6,1
C01504,78.52,1836.4,Credit card,3,0
C01505,100.66,4361.46,Bank transfer,2,0
C01506,83.94,1527.43,Electronic check,5,1
C01507,28.97,1908.75,Credit card,2,1
C01508,65.56,2341.4,Electronic check,2,0
C01509,63.7,3955.1,Bank transfer,1,0
C01510,72.42,3569.58,Electronic check,1,0
C01511,85.92,2092.41,Credit card,0,0
C01512,35.99,596.44,Credit card,2,0
C01513,26.04,1410.18,Mailed check,3,0
C01514,72.15,1735.61,Mailed check,7,1
C01515,30.84,574.53,Credit card,2,0
C01516,23.59,1598.75,Electronic check,0,0
C01517,81.71,2846.47,Bank transfer,0,0
C01518,18.0,99.28,Credit card,3,0
C01519,71.33,2559.35,Bank transfer,3,0
C01520,95.96,3172.3,Electronic check,5,1
C01521,83.09,5168.12,Electronic check,2,1
C01522,36.76,1885.98,Mailed check,1,0
C01523,99.0,1374.66,Credit card,1,1
C01524,74.93,798.56,Electronic check,4,1
C01525,41.68,1775.54,Electronic check,3,0
C01526,23.49,108.42,Credit card,0,0
C01527,70.62,1634.89,Mailed check,0,0
C01528,91.65,912.54,Bank transfer,1,0
C01529,79.24,153.87,Bank transfer,0,0
C01530,81.38,5365.05,Bank transfer,1,0
C01531,46.43,303.2,Electronic check,0,0
C01532,79.27,97.59,Bank transfer,0,0
C01533,70.32,4689.19,Credit card,1,0
C01534,65.79,923.6,Electronic check,1,0
C01535,66.32,3871.83,Mailed check,3,0
C01536,75.65,226.23,Credit card,1,0
C01537,56.19,649.8,Bank transfer,4,1
C01538,86.44,670.12,Electronic check,3,0
C01539,29.86,1496.36,Electronic check,2,0
C01540,90.39,4021.46,Electronic check,2,0
C01541,18.0,627.11,Bank transfer,3,0
C01542,69.95,1219.71,Bank transfer,6,1
C01543,58.94,444.37,Bank transfer,1,0
C01544,89.9,3720.63,Mailed check,3,0
C01545,95.59,1630.32,Mailed check,1,0
C01546,22.24,917.79,Electronic check,1,0
C01547,51.35,2479.2,Credit card,0,0
C01548,39.17,2397.46,Electronic check,2,0
C01549,59.39,2137.62,Mailed check,0,0
C01550,18.0,22.66,Credit card,1,0
C01551,50.66,1023.91,Electronic check,0,0
C01552,75.05,4556.1,Mailed check,2,0
C01553,35.2,1333.29,Electronic check,2,0
C01554,22.38,987.69,Bank transfer,2,0
C01555,40.16,1370.97,Bank transfer,3,0
C01556,62.23,762.45,Mailed check,1,0
C01557,90.12,5770.62,Bank transfer,0,0
C01558,74.0,4049.99,Credit card,3,0
C01559,70.25,5013.45,Bank transfer,3,0
C01560,54.86,3380.34,Credit card,7,1
C01561,73.32,1509.69,Mailed check,5,1
C01562,90.85,1689.25,Mailed check,2,0
C01563,60.1,1082.98,Electronic check,1,0
C01564,61.11,4029.57,Bank transfer,0,0
C01565,56.35,2282.19,Credit card,7,1
C01566,87.49,2864.56,Mailed check,7,1
C01567,18.0,1223.11,Mailed check,1,0
C01568,28.38,1189.8,Electronic check,0,0
C01569,26.89,1727.93,Credit card,1,0
C01570,99.02,6934.55,Electronic check,1,0
C01571,55.12,300.27,Electronic check,3,0
C01572,52.9,1440.24,Mailed check,1,0
C01573,54.71,2849.22,Mailed check,7,1
C01574,78.04,4515.21,Credit card,0,0
C01575,64.3,711.89,Bank transfer,3,0
C01576,18.0,439.62,Credit card,5,1
C01577,51.98,2006.87,Bank transfer,0,0
C01578,41.86,2348.81,Electronic check,1,0
C01579,18.0,141.44,Credit card,3,0
C01580,65.29,2843.99,Bank transfer,3,0
C01581,37.48,783.68,Bank transfer,1,0
C01582,108.33,1754.12,Bank transfer,1,0
C01583,30.9,1149.18,Mailed check,2,0
C01584,44.09,1330.83,Bank transfer,1,0
C01585,53.58,2488.46,Electronic check,2,0
C01586,61.23,1393.26,Electronic check,0,0
C01587,95.63,5661.44,Electronic check,0,0
C01588,54.39,329.51,Credit card,6,1
C01589,79.27,4888.34,Electronic check,1,0
C01590,76.12,226.5,Credit card,2,0
C01591,20.2,1069.69,Credit card,0,0
C01592,76.73,1869.28,Credit card,1,0
C01593,71.74,1988.99,Electronic check,3,0
C01594,71.54,152.82,Bank transfer,1,0
C01595,63.46,3175.92,Electronic check,1,0
C01596,68.17,839.02,Electronic check,6,1
C01597,89.72,4242.36,Credit card,7,1
C01598,84.1,4355.32,Electronic check,0,0
C01599,40.86,2477.73,Bank transfer,3,0
C01600,71.04,3591.7,Mailed check,1,0
C01601,64.02,1418.56,Mailed check,3,0
C01602,38.18,2012.69,Credit card,3,0
C01603,72.93,4325.98,Credit card,2,0
C01604,35.97,848.05,Credit card,0,0
C01605,45.05,415.27,Credit card,2,0
C01606,38.65,2464.98,Mailed check,0,0
C01607,56.7,645.54,Mailed check,1,0
C01608,33.08,1422.58,Credit card,0,0
C01609,118.0,2010.8,Mailed check,0,0
C01610,95.08,817.01,Credit card,1,1
C01611,89.31,5008.67,Electronic check,3,0
C01612,65.9,725.75,Mailed check,3,0
C01613,87.46,4195.96,Electronic check,4,1
C01614,105.4,5258.4,Credit card,1,0
C01615,18.0,59.11,Mailed check,3,0
C01616,33.16,429.85,Credit card,1,0
C01617,88.01,4973.07,Mailed check,3,0
C01618,28.47,1048.67,Bank transfer,0,0
C01619,69.98,618.46,Electronic check,2,0
C01620,65.51,4677.25,Electronic check,0,0
C01621,68.57,1340.2,Credit card,1,0
C01622,50.07,19.58,Electronic check,1,0
C01623,22.74,1516.76,Electronic check,3,0
C01624,25.0,36.62,Electronic check,3,0
C01625,18.64,735.98,Bank transfer,0,0
C01626,104.55,7413.24,Mailed check,1,1
C01627,87.37,3695.64,Credit card,3,0
C01628,91.37,3835.27,Mailed check,3,1
C01629,69.74,1961.19,Credit card,1,0
C01630,19.31,159.6,Electronic check,2,0
C01631,82.72,3368.54,Mailed check,3,0
C01632,18.0,1140.83,Mailed check,2,0
C01633,86.25,603.69,Bank transfer,6,1
C01634,46.74,2958.15,Bank transfer,1,0
C01635,72.41,2160.54,Mailed check,3,0
C01636,73.54,2896.18,Bank transfer,1,0
C01637,51.48,612.2,Mailed check,1,1
C01638,19.75,875.05,Bank transfer,2,0
C01639,55.12,733.75,Credit card,2,1
C01640,112.32,2260.5,Electronic check,2,1
C01641,55.92,2871.97,Bank transfer,3,0
C01642,56.06,255.9,Credit card,6,1
C01643,49.15,1561.82,Bank transfer,2,0
C01644,18.0,769.56,Electronic check,2,0
C01645,92.67,909.03,Mailed check,3,0
C01646,18.0,369.27,Electronic check,2,0
C01647,76.29,1872.78,Credit card,1,0
C01648,65.08,3129.68,Mailed check,1,0
C01649,75.03,5239.46,Electronic check,3,0
C01650,90.8,5441.71,Mailed check,3,0
C01651,54.49,782.32,Bank transfer,1,0
C01652,37.34,83.49,Mailed check,7,1
C01653,83.65,334.21,Electronic check,2,1
C01654,54.93,2401.07,Mailed check,2,0
C01655,109.01,1284.38,Electronic check,5,1
C01656,89.82,1527.97,Credit card,2,1
C01657,62.82,3857.38,Bank transfer,6,1
C01658,118.0,7464.16,Electronic check,5,1
C01659,63.16,3759.93,Bank transfer,1,1
C01660,85.85,1616.05,Mailed check,3,1
C01661,58.03,2575.72,Electronic check,2,0
C01662,48.6,2128.54,Electronic check,3,0
C01663,68.0,952.86,Electronic check,3,0
C01664,86.83,3463.02,Mailed check,2,0
C01665,100.71,3826.27,Credit card,5,1
C01666,35.2,951.36,Mailed check,0,0
C01667,51.95,2797.39,Bank transfer,2,0
C01668,71.48,3500.97,Electronic check,3,1
C01669,57.25,2166.29,Mailed check,0,0
C01670,30.22,1573.49,Bank transfer,1,0
C01671,50.4,2745.35,Credit card,2,0
C01672,100.62,4130.67,Mailed check,7,1
C01673,58.49,1202.72,Electronic check,1,0
C01674,30.88,1693.16,Mailed check,2,0
C01675,99.9,5108.86,Electronic check,1,0
C01676,62.03,4347.29,Mailed check,1,0
C01677,77.01,832.84,Electronic check,2,0
C01678,105.29,3148.74,Mailed check,6,1
C01679,72.31,4789.76,Mailed check,3,0
C01680,28.45,1049.72,Credit card,2,1
C01681,18.0,1248.26,Bank transfer,2,0
C01682,46.14,11.19,Electronic check,2,0
C01683,21.47,60.22,Credit card,2,1
C01684,37.03,2099.38,Credit card,3,0
C01685,67.19,1762.53,Bank transfer,4,1
C01686,79.74,2970.3,Electronic check,1,0
C01687,83.89,2574.88,Bank transfer,2,0
C01688,79.35,2274.33,Mailed check,3,0
C01689,92.24,6164.89,Electronic check,0,0
C01690,18.0,136.98,Bank transfer,1,0
C01691,26.07,1442.35,Credit card,1,0
C01692,37.69,2379.77,Electronic check,3,0
C01693,84.03,3955.09,Mailed check,1,0
C01694,118.0,3425.17,Bank transfer,1,0
C01695,18.0,214.82,Credit card,1,0
C01696,72.06,3542.59,Electronic check,2,0
C01697,52.44,1787.36,Bank transfer,5,1
C01698,61.28,675.7,Bank transfer,1,0
C01699,56.5,1492.28,Bank transfer,0,0
C01700,57.53,4000.41,Mailed check,3,0
C01701,43.43,817.02,Mailed check,3,0
C01702,76.64,995.07,Mailed check,6,1
C01703,21.15,1049.75,Credit card,1,0
C01704,74.46,1113.12,Credit card,0,0
C01705,85.91,5684.09,Bank transfer,3,0
C01706,76.01,4639.06,Mailed check,1,1
C01707,66.62,4679.2,Electronic check,3,0
C01708,99.36,6471.5,Electronic check,2,0
C01709,20.1,360.09,Mailed check,3,1
C01710,101.49,1641.84,Mailed check,2,0
C01711,85.16,2143.34,Electronic check,0,0
C01712,77.24,2672.53,Electronic check,1,1
C01713,69.73,4356.52,Mailed check,1,0
C01714,55.77,2969.07,Bank transfer,0,0
C01715,93.78,4334.71,Electronic check,2,0
C01716,80.23,5099.1,Credit card,1,0
C01717,98.89,4538.73,Bank transfer,2,1
C01718,58.14,1571.96,Mailed check,2,0
C01719,68.6,2048.81,Bank transfer,0,0
C01720,106.19,3964.47,Electronic check,4,1
C01721,52.84,354.51,Bank transfer,3,0
C01722,81.22,4294.95,Bank transfer,3,0
C01723,39.46,1825.74,Credit card,2,0
C01724,101.21,5206.95,Mailed check,3,1
C01725,70.07,2662.73,Bank transfer,3,0
C01726,70.01,3918.48,Bank transfer,0,0
C01727,62.35,4235.3,Electronic check,0,0
C01728,76.03,3129.46,Credit card,0,0
C01729,45.28,1464.48,Bank transfer,3,0
C01730,83.06,650.77,Mailed check,6,1
C01731,54.19,3035.62,Electronic check,1,0
C01732,74.25,4823.72,Mailed check,3,0
C01733,27.15,1357.44,Bank transfer,1,0
C01734,104.84,6529.92,Electronic check,2,0
C01735,21.09,1315.81,Bank transfer,3,0
C01736,74.61,4273.66,Electronic check,3,0
C01737,18.0,643.88,Electronic check,3,1
C01738,84.71,654.91,Credit card,7,1
C01739,33.48,54.92,Electronic check,2,0
C01740,30.43,471.02,Bank transfer,1,0
C01741,22.06,674.43,Bank transfer,2,0
C01742,27.75,1467.17,Credit card,1,0
C01743,74.4,2466.12,Mailed check,0,0
C01744,66.36,139.97,Electronic check,3,0
C01745,95.53,1430.45,Electronic check,1,0
C01746,93.63,6532.46,Credit card,3,0
C01747,85.2,6087.49,Credit card,3,1
C01748,89.94,2428.33,Mailed check,0,0
C01749,96.63,5627.4,Electronic check,1,0
C01750,18.0,887.01,Electronic check,1,0
C01751,20.94,1378.6,Credit card,1,0
C01752,73.57,4730.3,Mailed check,0,0
C01753,57.45,2581.6,Bank transfer,1,0
C01754,18.0,543.08,Bank transfer,1,0
C01755,112.92,5069.77,Mailed check,5,1
C01756,76.44,1755.46,Electronic check,2,0
C01757,104.01,2585.05,Bank transfer,3,0
C01758,88.12,3896.96,Mailed check,1,0
C01759,79.55,3254.93,Electronic check,3,0
C01760,50.44,2135.09,Mailed check,0,0
C01761,44.97,1289.19,Credit card,3,0
C01762,18.0,535.97,Mailed check,6,1
C01763,22.56,20.7,Credit card,2,1
C01764,88.2,3782.09,Mailed check,0,0
C01765,18.0,777.7,Electronic check,0,0
C01766,70.37,4712.83,Mailed check,1,0
C01767,46.99,1687.0,Electronic check,0,0
C01768,108.48,3666.03,Electronic check,4,1
C01769,78.09,379.34,Electronic check,2,1
C01770,28.8,394.32,Electronic check,0,0
C01771,24.36,630.83,Electronic check,3,0
C01772,79.04,2128.01,Credit card,3,0
C01773,55.71,1441.34,Mailed check,1,0
C01774,74.75,2108.4,Credit card,0,0
C01775,88.33,4858.49,Electronic check,0,0
C01776,89.25,870.83,Electronic check,3,0
C01777,76.34,1863.24,Electronic check,6,1
C01778,71.39,845.6,Electronic check,3,0
C01779,72.84,1608.19,Electronic check,0,0
C01780,89.78,4407.98,Electronic check,1,0
C01781,18.0,27.94,Bank transfer,2,1
C01782,64.75,1612.21,Credit card,1,0
C01783,18.65,25.51,Bank transfer,2,0
C01784,27.61,1854.05,Bank transfer,1,0
C01785,59.92,3113.48,Electronic check,0,0
C01786,52.06,939.39,Bank transfer,7,1
C01787,79.22,1199.14,Bank transfer,2,0
C01788,28.07,226.8,Mailed check,1,0
C01789,67.26,2286.02,Bank transfer,6,1
C01790,63.58,3465.12,Mailed check,2,0
C01791,93.28,3910.64,Electronic check,2,0
C01792,42.03,2614.23,Electronic check,3,0
C01793,54.28,1340.84,Electronic check,1,1
C01794,82.33,1669.16,Electronic check,0,0
C01795,48.36,1640.13,Bank transfer,3,0
C01796,26.54,380.57,Credit card,1,0
C01797,78.52,5510.64,Electronic check,0,0
C01798,89.44,1283.38,Bank transfer,3,0
C01799,21.61,731.12,Bank transfer,1,0
C01800,77.1,2942.75,Electronic check,1,0
C01801,32.74,193.26,Mailed check,1,0
C01802,62.3,2159.87,Bank transfer,1,0
C01803,44.1,1466.75,Electronic check,1,0
C01804,90.77,1723.71,Electronic check,2,0
C01805,44.52,444.06,Mailed check,3,0
C01806,25.41,58.19,Electronic check,1,0
C01807,74.56,49.12,Bank transfer,3,1
C01808,44.73,1575.69,Electronic check,3,0
C01809,72.71,561.54,Electronic check,1,1
C01810,73.22,5041.3,Electronic check,3,0
C01811,76.44,1371.59,Electronic check,3,1
C01812,46.36,2187.47,Mailed check,0,0
C01813,18.0,895.54,Bank transfer,1,0
C01814,94.45,3383.78,Credit card,6,1
C01815,21.64,1354.67,Credit card,2,0
C01816,62.89,503.82,Bank transfer,1,0
C01817,96.18,1638.32,Bank transfer,5,1
C01818,65.86,1189.97,Electronic check,2,0
C01819,77.06,778.78,Electronic check,2,0
C01820,65.68,1391.63,Electronic check,3,0
C01821,26.22,610.51,Electronic check,1,0
C01822,75.71,4165.04,Mailed check,3,0
C01823,94.26,2046.92,Mailed check,3,0
C01824,77.13,4834.24,Credit card,2,0
C01825,94.37,5176.16,Credit card,3,0
C01826,102.75,6702.37,Electronic check,0,0
C01827,27.63,250.38,Credit card,5,1
C01828,75.29,5244.71,Credit card,2,0
C01829,21.13,949.48,Bank transfer,0,0
C01830,72.97,5077.54,Mailed check,2,0
C01831,62.9,1648.83,Credit card,0,0
C01832,24.45,1654.77,Electronic check,4,1
C01833,56.35,2325.1,Electronic check,3,0
C01834,47.23,264.22,Bank transfer,0,0
C01835,74.32,2218.75,Mailed check,0,0
C01836,81.16,821.56,Mailed check,2,0
C01837,63.95,4284.62,Mailed check,1,0
C01838,72.54,1594.53,Credit card,2,1
C01839,66.15,1053.86,Mailed check,5,1
C01840,39.77,1611.49,Electronic check,3,0
C01841,87.58,2695.93,Mailed check,0,0
C01842,42.64,310.05,Bank transfer,1,0
C01843,34.49,2049.08,Electronic check,1,0
C01844,25.57,1571.28,Mailed check,3,0
C01845,62.97,3348.44,Electronic check,0,0
C01846,28.2,1228.76,Bank transfer,2,0
C01847,18.0,563.74,Bank transfer,0,0
C01848,64.08,2484.29,Mailed check,1,0
C01849,88.47,3272.56,Bank transfer,1,0
C01850,20.68,205.36,Bank transfer,0,0
C01851,66.98,389.61,Credit card,7,1
C01852,49.87,913.52,Bank transfer,2,1
C01853,58.29,1921.58,Credit card,3,1
C01854,87.5,1071.66,Electronic check,1,0
C01855,21.65,178.06,Credit card,1,0
C01856,83.65,5113.21,Bank transfer,1,0
C01857,64.9,1773.01,Electronic check,3,0
C01858,90.92,3787.69,Bank transfer,3,0
C01859,25.69,993.63,Credit card,3,0
C01860,91.09,4821.15,Bank transfer,3,1
C01861,66.64,3522.73,Bank transfer,0,0
C01862,87.7,1908.44,Credit card,4,1
C01863,93.03,5684.17,Electronic check,0,0
